frame,id,3d_x,3d_y,3d_z
1,-1,6.04,28.94,4.89
1,-1,1.79,6.52,7.96
2,-1,6.1,28.92,4.91
2,-1,1.39,9.14,10.95
3,-1,6.16,28.91,4.93
3,-1,1.67,17.63,7.98
3,-1,1.79,6.28,8.08
3,-1,1.67,10.18,10.75
4,-1,6.15,28.94,4.95
4,-1,1.77,6.17,8.12
4,-1,1.67,17.52,8.03
4,-1,1.64,10.14,10.81
5,-1,6.09,28.98,4.98
5,-1,1.64,17.4,8.06
5,-1,1.76,6.04,8.17
5,-1,1.63,10.09,10.83
6,-1,5.98,28.97,5.0
6,-1,1.75,5.93,8.26
6,-1,1.64,17.31,8.1
6,-1,1.28,9.27,11.02
7,-1,5.87,28.98,5.02
7,-1,1.63,17.21,8.12
7,-1,1.76,5.81,8.32
7,-1,1.25,9.3,11.04
8,-1,5.79,28.99,5.05
8,-1,1.16,9.25,11.07
8,-1,1.74,5.7,8.37
8,-1,1.59,17.1,8.15
9,-1,5.75,28.99,5.08
9,-1,1.32,5.06,10.74
9,-1,1.09,9.07,11.03
9,-1,1.58,16.99,8.18
10,-1,5.72,28.99,5.13
10,-1,1.58,16.9,8.21
10,-1,2.44,8.59,10.14
10,-1,1.15,8.75,11.0
11,-1,5.68,29.0,5.2
11,-1,1.55,16.81,8.25
11,-1,2.6,8.56,10.18
11,-1,1.24,8.42,11.02
12,-1,5.63,29.0,5.28
12,-1,2.72,8.5,10.22
13,-1,5.59,29.0,5.34
13,-1,2.79,8.48,10.26
13,-1,0.69,4.51,11.75
14,-1,5.52,28.99,5.4
14,-1,2.88,8.43,10.34
14,-1,1.42,7.87,10.89
15,-1,2.93,8.37,10.4
15,-1,5.37,28.94,5.44
15,-1,0.84,4.38,11.54
16,-1,5.26,28.98,5.5
16,-1,2.99,8.29,10.47
16,-1,0.86,4.31,11.52
17,-1,5.15,29.02,5.6
17,-1,3.04,8.2,10.53
17,-1,0.88,4.22,11.52
18,-1,5.04,29.03,5.71
18,-1,3.07,8.12,10.56
18,-1,0.88,4.13,11.53
19,-1,4.96,29.01,5.78
19,-1,3.14,8.01,10.63
19,-1,1.63,7.41,10.83
20,-1,4.92,29.0,5.82
20,-1,3.24,7.91,10.71
20,-1,1.63,7.32,10.83
21,-1,4.87,28.98,5.85
21,-1,3.34,7.82,10.75
21,-1,1.64,7.24,10.84
22,-1,4.8,28.96,5.89
22,-1,3.44,7.73,10.79
22,-1,1.62,7.14,10.83
23,-1,4.67,28.93,5.93
23,-1,3.54,7.66,10.83
23,-1,1.67,4.35,8.96
23,-1,1.6,7.04,10.87
24,-1,4.54,28.93,5.96
24,-1,3.62,7.6,10.86
24,-1,1.65,4.27,8.98
24,-1,1.57,6.92,10.88
25,-1,4.44,29.0,5.99
25,-1,3.69,7.55,10.9
25,-1,1.52,6.78,10.93
25,-1,1.63,4.2,9.01
26,-1,4.33,29.01,6.07
26,-1,3.77,7.48,10.93
26,-1,0.84,3.53,11.57
26,-1,2.23,7.16,8.52
27,-1,4.22,29.0,6.14
27,-1,3.84,7.42,10.95
27,-1,2.21,7.03,8.57
27,-1,0.86,3.48,11.5
28,-1,4.12,29.0,6.2
28,-1,3.94,7.34,10.99
28,-1,0.88,3.41,11.49
28,-1,2.2,6.93,8.61
29,-1,4.03,29.0,6.25
29,-1,3.98,7.26,11.03
29,-1,2.2,6.82,8.64
29,-1,0.93,3.35,11.47
30,-1,3.98,28.99,6.28
30,-1,4.04,7.18,11.06
30,-1,0.94,3.29,11.46
30,-1,2.2,6.73,8.67
31,-1,4.11,7.1,11.1
31,-1,4.13,28.96,6.33
31,-1,0.96,3.23,11.4
31,-1,2.19,6.63,8.7
31,-1,1.56,15.28,8.7
32,-1,4.41,28.95,6.33
32,-1,4.17,7.02,11.13
32,-1,0.94,3.18,11.36
32,-1,1.65,15.19,8.73
32,-1,2.15,6.54,8.71
33,-1,4.64,28.99,6.34
33,-1,4.28,6.95,11.17
33,-1,0.93,3.11,11.37
33,-1,1.71,15.07,8.75
33,-1,2.11,6.43,8.74
34,-1,4.83,29.02,6.37
34,-1,4.35,6.9,11.21
34,-1,0.94,3.04,11.4
34,-1,2.1,6.29,8.79
35,-1,4.95,29.02,6.41
35,-1,4.44,6.83,11.27
35,-1,1.53,3.52,9.25
35,-1,1.65,5.74,10.88
36,-1,5.08,29.02,6.45
36,-1,4.5,6.78,11.32
36,-1,1.78,5.56,10.95
36,-1,1.53,3.45,9.28
37,-1,5.18,29.02,6.49
37,-1,1.86,5.43,11.02
37,-1,4.57,6.74,11.38
37,-1,1.52,3.39,9.3
38,-1,5.27,29.02,6.51
38,-1,1.92,5.27,11.1
38,-1,4.63,6.69,11.45
38,-1,1.52,3.33,9.32
39,-1,5.35,29.02,6.54
39,-1,2.0,5.12,11.18
39,-1,4.68,6.64,11.51
39,-1,1.52,3.27,9.34
40,-1,5.41,29.01,6.55
