frame,id,3d_x,3d_y,3d_z
1.0,4,6.04,28.94,4.89
1.0,5,1.79,6.52,7.96
2.0,4,6.1,28.92,4.91
2.0,5,1.39,9.14,10.95
3.0,4,6.16,28.91,4.93
3.0,5,1.67,10.18,10.75
3.0,6,1.67,17.63,7.98
3.0,7,1.79,6.28,8.08
4.0,4,6.15,28.94,4.95
4.0,5,1.64,10.14,10.81
4.0,6,1.67,17.52,8.03
4.0,7,1.77,6.17,8.12
5.0,4,6.09,28.98,4.98
5.0,5,1.63,10.09,10.83
5.0,6,1.64,17.4,8.06
5.0,7,1.76,6.04,8.17
6.0,4,5.98,28.97,5.0
6.0,5,1.28,9.27,11.02
6.0,6,1.64,17.31,8.1
6.0,7,1.75,5.93,8.26
7.0,4,5.87,28.98,5.02
7.0,5,1.25,9.3,11.04
7.0,6,1.63,17.21,8.12
7.0,7,1.76,5.81,8.32
8.0,4,5.79,28.99,5.05
8.0,5,1.16,9.25,11.07
8.0,6,1.59,17.1,8.15
8.0,7,1.74,5.7,8.37
9.0,4,5.75,28.99,5.08
9.0,5,1.09,9.07,11.03
9.0,6,1.58,16.99,8.18
9.0,7,1.32,5.06,10.74
10.0,4,5.72,28.99,5.13
10.0,5,1.15,8.75,11.0
10.0,6,1.58,16.9,8.21
10.0,7,2.44,8.59,10.14
11.0,4,5.68,29.0,5.2
11.0,5,1.24,8.42,11.02
11.0,6,1.55,16.81,8.25
11.0,7,2.6,8.56,10.18
12.0,4,5.63,29.0,5.28
12.0,5,1.24,8.42,11.02
12.0,6,1.55,16.81,8.25
12.0,7,2.72,8.5,10.22
13.0,4,5.59,29.0,5.34
13.0,5,0.69,4.51,11.75
13.0,6,1.562,15.564000000000005,8.321
13.0,7,2.79,8.48,10.26
14.0,4,5.52,28.99,5.4
14.0,5,1.42,7.87,10.89
14.0,6,1.5739999999999998,14.318000000000012,8.392
14.0,7,2.88,8.43,10.34
15.0,4,5.37,28.94,5.44
15.0,5,0.84,4.38,11.54
15.0,6,1.586,13.071999999999987,8.463000000000001
15.0,7,2.93,8.37,10.4
16.0,4,5.26,28.98,5.5
16.0,5,0.86,4.31,11.52
16.0,6,1.598,11.825999999999993,8.534
16.0,7,2.99,8.29,10.47
17.0,4,5.15,29.02,5.6
17.0,5,0.88,4.22,11.52
17.0,6,1.6099999999999999,10.579999999999998,8.605
17.0,7,3.04,8.2,10.53
18.0,4,5.04,29.03,5.71
18.0,5,0.88,4.13,11.53
18.0,6,1.6219999999999999,9.334000000000005,8.676
18.0,7,3.07,8.12,10.56
19.0,4,4.96,29.01,5.78
19.0,5,1.63,7.41,10.83
19.0,6,1.634,8.088000000000012,8.747
19.0,7,3.14,8.01,10.63
20.0,4,4.92,29.0,5.82
20.0,5,1.63,7.32,10.83
20.0,6,1.6460000000000001,6.841999999999986,8.818000000000001
20.0,7,3.24,7.91,10.71
21.0,4,4.87,28.98,5.85
21.0,5,1.64,7.24,10.84
21.0,6,1.658,5.595999999999993,8.889000000000001
21.0,7,3.34,7.82,10.75
22.0,4,4.8,28.96,5.89
22.0,5,1.62,7.14,10.83
22.0,6,1.67,4.35,8.96
22.0,7,3.44,7.73,10.79
23.0,4,4.67,28.93,5.93
23.0,5,1.6,7.04,10.87
23.0,6,1.67,4.35,8.96
23.0,7,3.54,7.66,10.83
24.0,4,4.54,28.93,5.96
24.0,5,1.57,6.92,10.88
24.0,6,1.65,4.27,8.98
24.0,7,3.62,7.6,10.86
25.0,4,4.44,29.0,5.99
25.0,5,1.52,6.78,10.93
25.0,6,1.63,4.2,9.01
25.0,7,3.69,7.55,10.9
26.0,4,4.33,29.01,6.07
26.0,5,2.23,7.16,8.52
26.0,6,0.84,3.53,11.57
26.0,7,3.77,7.48,10.93
27.0,4,4.22,29.0,6.14
27.0,5,2.21,7.03,8.57
27.0,6,0.86,3.48,11.5
27.0,7,3.84,7.42,10.95
28.0,4,4.12,29.0,6.2
28.0,5,2.2,6.93,8.61
28.0,6,0.88,3.41,11.49
28.0,7,3.94,7.34,10.99
29.0,4,4.03,29.0,6.25
29.0,5,2.2,6.82,8.64
29.0,6,0.93,3.35,11.47
29.0,7,3.98,7.26,11.03
30.0,4,3.98,28.99,6.28
30.0,5,2.2,6.73,8.67
30.0,6,0.94,3.29,11.46
30.0,7,4.04,7.18,11.06
31.0,4,4.13,28.96,6.33
31.0,5,2.19,6.63,8.7
31.0,6,0.96,3.23,11.4
31.0,7,4.11,7.1,11.1
31.0,8,1.56,15.28,8.7
32.0,4,4.41,28.95,6.33
32.0,5,2.15,6.54,8.71
32.0,6,0.94,3.18,11.36
32.0,7,4.17,7.02,11.13
32.0,8,1.65,15.19,8.73
33.0,4,4.64,28.99,6.34
33.0,5,2.11,6.43,8.74
33.0,6,0.93,3.11,11.37
33.0,7,4.28,6.95,11.17
33.0,8,1.71,15.07,8.75
34.0,4,4.83,29.02,6.37
34.0,5,2.1,6.29,8.79
34.0,6,0.94,3.04,11.4
34.0,7,4.35,6.9,11.21
34.0,8,1.71,15.07,8.75
35.0,4,4.95,29.02,6.41
35.0,5,1.65,5.74,10.88
35.0,6,1.53,3.52,9.25
35.0,7,4.44,6.83,11.27
35.0,8,1.7342857142857138,14.842857142857147,8.794285714285714
