frame,id,3d_x,3d_y,3d_z
1,1,24.17,13.84,0.37
2,1,24.11,13.75,0.37
3,1,24.05,13.64,0.34
4,1,23.96,13.53,0.33
5,1,23.92,13.45,0.34
6,1,23.87,13.35,0.34
7,1,23.84,13.26,0.33
8,1,23.81,13.19,0.36
9,1,23.8,13.11,0.39
10,1,23.77,13.02,0.41
11,1,23.75,12.95,0.41
12,1,23.71,12.87,0.4
13,1,23.7,12.8,0.43
14,1,23.67,12.72,0.43
15,1,23.62,12.67,0.42
16,1,23.59,12.6,0.41
17,1,23.59,12.55,0.42
18,1,23.55,12.49,0.42
19,1,23.52,12.43,0.41
20,1,23.48,12.37,0.41
21,1,23.46,12.31,0.4
22,1,23.44,12.26,0.41
23,1,23.44,12.21,0.42
24,1,23.42,12.16,0.41
25,1,23.36,12.11,0.38
26,1,23.36,12.06,0.41
27,1,23.35,12.02,0.41
28,1,23.34,11.96,0.39
29,1,23.47,11.88,0.41
30,1,23.6,11.78,0.47
31,1,23.73,11.68,0.48
32,1,23.89,11.6,0.51
33,1,24.01,11.51,0.47
34,1,24.09,11.35,0.46
35,1,24.14,11.19,0.47
36,1,24.23,11.05,0.46
37,1,24.36,10.91,0.48
38,1,24.46,10.79,0.48
39,1,24.56,10.68,0.49
40,1,24.66,10.58,0.49
41,1,24.78,10.47,0.51
42,1,24.87,10.37,0.52
43,1,24.94,10.27,0.53
44,1,24.99,10.17,0.53
45,1,25.07,10.06,0.53
46,1,25.16,9.98,0.55
47,1,25.22,9.89,0.55
48,1,25.34,9.79,0.57
49,1,25.4,9.71,0.57
50,1,25.45,9.62,0.59
51,1,25.55,9.55,0.6
52,1,25.58,9.48,0.61
53,1,25.6,9.36,0.62
54,1,25.58,9.24,0.64
55,1,25.52,9.13,0.7
56,1,25.51,9.01,0.73
57,1,25.53,8.95,0.54
58,1,25.52,8.86,0.53
59,1,25.54,8.77,0.52
60,1,25.56,8.65,0.52
61,1,25.57,8.55,0.5
62,1,25.6,8.45,0.48
63,1,25.61,8.36,0.44
64,1,25.62,8.31,0.42
65,1,25.63,8.2,0.33
66,1,25.65,8.15,0.33
67,1,25.73,8.08,0.43
68,1,25.88,7.99,0.62
