frame,id,3d_x,3d_y,3d_z
1.0,3,4.33,25.62,4.69
1.0,4,12.15,28.45,4.12
1.0,5,6.73,22.45,3.39
2.0,3,4.3,25.54,4.68
2.0,4,12.25,28.38,4.06
2.0,5,6.73,22.42,3.41
2.0,6,7.23,28.99,3.08
3.0,3,4.27,25.47,4.69
3.0,4,12.35,28.32,4.0
3.0,5,6.73,22.37,3.42
3.0,6,7.15,28.97,3.11
4.0,3,4.24,25.4,4.69
4.0,4,12.45,28.26,3.96
4.0,5,6.77,22.34,3.48
4.0,6,7.02,28.93,3.17
5.0,3,4.2,25.33,4.69
5.0,4,12.53,28.21,3.92
5.0,5,6.81,22.32,3.51
5.0,6,6.92,28.89,3.23
6.0,3,4.25,25.23,4.68
6.0,4,12.62,28.14,3.87
6.0,5,7.0,22.26,3.64
6.0,6,6.82,28.87,3.28
7.0,3,4.35,25.13,4.64
7.0,4,12.72,28.09,3.83
7.0,5,7.01,22.22,3.65
7.0,6,6.75,28.88,3.32
8.0,3,4.44,25.08,4.72
8.0,4,12.8,28.02,3.8
8.0,5,7.06,22.17,3.62
8.0,6,6.67,28.89,3.36
8.0,7,3.96,26.25,3.16
9.0,3,5.19,24.79,4.44
9.0,4,12.88,27.98,3.76
9.0,5,7.25,22.08,3.59
9.0,6,6.62,28.93,3.41
9.0,7,3.89,26.11,3.19
10.0,3,4.44,25.08,4.72
10.0,4,12.96,27.92,3.72
10.0,5,7.22,22.05,3.62
10.0,6,6.55,28.97,3.45
10.0,7,3.89,26.11,3.19
11.0,3,5.19,24.79,4.44
11.0,4,13.04,27.87,3.67
11.0,5,7.27,22.01,3.63
11.0,6,4.78,29.0,2.94
11.0,7,4.435000000000001,26.8075,3.325
12.0,3,5.26,24.72,4.11
12.0,4,13.11,27.83,3.65
12.0,5,7.33,21.97,3.61
12.0,6,5.665000000000001,28.985,3.1950000000000003
12.0,7,4.98,27.505,3.46
13.0,3,5.26,24.73,4.19
13.0,4,13.17,27.78,3.61
13.0,5,7.38,21.94,3.62
13.0,6,6.55,28.97,3.45
13.0,7,5.5249999999999995,28.202499999999997,3.5949999999999998
14.0,3,5.54,24.65,4.35
14.0,4,13.25,27.71,3.57
14.0,5,7.42,21.9,3.64
14.0,6,4.78,29.0,2.94
14.0,7,6.07,28.9,3.73
15.0,3,5.64,24.58,4.31
15.0,4,13.31,27.67,3.53
15.0,5,7.46,21.86,3.65
15.0,6,4.8,29.0,2.94
15.0,7,6.07,28.9,3.73
16.0,3,5.72,24.52,4.26
16.0,4,13.38,27.63,3.5
16.0,5,7.52,21.81,3.65
16.0,6,4.82,28.99,2.94
16.0,7,5.96,28.87,3.81
17.0,3,5.8,24.46,4.23
17.0,4,13.44,27.58,3.48
17.0,5,7.57,21.78,3.65
17.0,6,4.85,28.98,2.94
17.0,7,5.86,28.86,3.86
18.0,3,5.92,24.39,4.16
18.0,4,13.49,27.54,3.44
18.0,5,7.6,21.74,3.67
18.0,6,4.87,28.97,2.95
18.0,7,5.78,28.87,3.93
19.0,3,6.0,24.33,4.15
19.0,4,13.55,27.5,3.42
19.0,5,7.65,21.7,3.67
19.0,6,4.89,28.97,2.95
19.0,7,5.71,28.87,3.97
20.0,3,6.07,24.28,4.11
20.0,4,13.61,27.45,3.38
20.0,5,7.69,21.68,3.68
20.0,6,4.9,28.97,2.96
20.0,7,5.64,28.89,4.03
21.0,3,6.15,24.22,4.09
21.0,4,13.67,27.41,3.36
21.0,5,7.74,21.64,3.7
21.0,6,4.91,28.97,2.96
21.0,7,5.56,28.91,4.11
22.0,3,6.21,24.16,4.08
22.0,4,13.73,27.37,3.33
22.0,5,7.79,21.6,3.7
22.0,6,4.91,28.96,2.97
22.0,7,5.48,28.93,4.14
23.0,3,6.26,24.11,4.04
23.0,4,13.78,27.33,3.32
23.0,5,7.83,21.57,3.7
23.0,6,4.89,28.97,2.98
23.0,7,5.4,28.95,4.19
24.0,3,6.32,24.07,4.05
24.0,4,13.83,27.29,3.29
24.0,5,7.88,21.54,3.7
24.0,6,4.88,28.98,2.99
24.0,7,5.32,28.97,4.24
25.0,3,6.4,24.02,4.0
25.0,4,13.89,27.25,3.25
25.0,5,7.92,21.49,3.71
25.0,6,4.88,28.99,2.99
25.0,7,5.25,28.99,4.3
26.0,3,6.6,23.86,3.93
26.0,4,14.23,27.0,3.07
26.0,5,7.92,21.49,3.71
26.0,6,4.91,28.99,3.0
26.0,7,5.25,28.99,4.3
27.0,3,6.4,24.02,4.0
27.0,4,14.173333333333334,27.041666666666668,3.0999999999999996
27.0,5,8.065,21.53333333333333,3.7416666666666667
27.0,6,4.96,28.98,3.01
27.0,7,5.345999999999997,28.99,4.3149999999999995
28.0,3,6.6,23.86,3.93
28.0,4,14.116666666666667,27.083333333333332,3.13
28.0,5,8.21,21.576666666666664,3.7733333333333334
28.0,6,5.08,28.98,2.99
28.0,7,5.442000000000001,28.99,4.33
29.0,3,6.65,23.82,3.9
29.0,4,14.06,27.125,3.16
29.0,5,8.354999999999999,21.619999999999997,3.8049999999999997
29.0,6,5.08,28.98,2.99
29.0,7,5.5379999999999985,28.99,4.345
30.0,3,6.7,23.78,3.87
30.0,4,14.003333333333334,27.166666666666668,3.19
30.0,5,8.499999999999998,21.663333333333334,3.8366666666666664
30.0,6,5.21,29.0,2.96
30.0,7,5.634000000000002,28.99,4.36
31.0,3,6.74,23.74,3.88
31.0,4,13.946666666666667,27.208333333333332,3.2199999999999998
31.0,5,8.645,21.706666666666667,3.868333333333333
31.0,6,5.08,28.98,2.99
31.0,7,5.73,28.99,4.375
32.0,3,6.88,23.66,3.82
32.0,4,13.89,27.25,3.25
32.0,5,8.79,21.75,3.9
32.0,6,5.21,29.0,2.96
32.0,7,5.825999999999998,28.99,4.39
33.0,3,6.88,23.66,3.82
33.0,4,14.23,27.0,3.07
33.0,5,8.79,21.75,3.9
33.0,6,5.49,28.72,3.05
33.0,7,5.922000000000001,28.99,4.405
34.0,3,6.91,23.64,3.8
34.0,4,14.26,26.93,3.04
34.0,5,8.89,21.73,3.92
34.0,6,5.62,28.75,3.05
34.0,7,6.017999999999999,28.99,4.42
35.0,3,6.96,23.61,3.79
35.0,4,14.12,26.74,2.98
35.0,5,9.0,21.72,3.94
35.0,6,5.27,29.0,2.89
35.0,7,6.1140000000000025,28.99,4.4350000000000005
36.0,3,7.0,23.58,3.78
36.0,4,13.99,26.53,2.94
36.0,5,9.13,21.7,3.97
36.0,6,5.27,29.0,2.89
36.0,7,6.21,28.99,4.45
37.0,3,7.05,23.54,3.75
