frame,id,3d_x,3d_y,3d_z
1,5,6.73,22.45,3.39
1,4,12.15,28.45,4.12
1,3,4.33,25.62,4.69
2,6,7.23,28.99,3.08
2,5,6.73,22.42,3.41
2,4,12.25,28.38,4.06
2,3,4.3,25.54,4.68
3,6,7.15,28.97,3.11
3,5,6.73,22.37,3.42
3,4,12.35,28.32,4.0
3,3,4.27,25.47,4.69
4,6,7.02,28.93,3.17
4,5,6.77,22.34,3.48
4,4,12.45,28.26,3.96
4,3,4.24,25.4,4.69
5,6,6.92,28.89,3.23
5,5,6.81,22.32,3.51
5,4,12.53,28.21,3.92
5,3,4.2,25.33,4.69
6,6,6.82,28.87,3.28
6,5,7.0,22.26,3.64
6,4,12.62,28.14,3.87
6,3,4.25,25.23,4.68
7,6,6.75,28.88,3.32
7,5,7.01,22.22,3.65
7,4,12.72,28.09,3.83
7,3,4.35,25.13,4.64
8,7,3.96,26.25,3.16
8,6,6.67,28.89,3.36
8,5,7.06,22.17,3.62
8,4,12.8,28.02,3.8
8,3,4.44,25.08,4.72
9,7,3.89,26.11,3.19
9,6,6.62,28.93,3.41
9,5,7.25,22.08,3.59
9,4,12.88,27.98,3.76
10,6,6.55,28.97,3.45
10,5,7.22,22.05,3.62
10,4,12.96,27.92,3.72
11,5,7.27,22.01,3.63
11,4,13.04,27.87,3.67
11,3,5.19,24.79,4.44
12,5,7.33,21.97,3.61
12,4,13.11,27.83,3.65
12,3,5.26,24.72,4.11
13,5,7.38,21.94,3.62
13,4,13.17,27.78,3.61
13,3,5.26,24.73,4.19
14,6,4.78,29.0,2.94
14,5,7.42,21.9,3.64
14,4,13.25,27.71,3.57
14,3,5.54,24.65,4.35
15,7,6.07,28.9,3.73
15,6,4.8,29.0,2.94
15,5,7.46,21.86,3.65
15,4,13.31,27.67,3.53
15,3,5.64,24.58,4.31
16,7,5.96,28.87,3.81
16,6,4.82,28.99,2.94
16,5,7.52,21.81,3.65
16,4,13.38,27.63,3.5
16,3,5.72,24.52,4.26
17,7,5.86,28.86,3.86
17,6,4.85,28.98,2.94
17,5,7.57,21.78,3.65
17,4,13.44,27.58,3.48
17,3,5.8,24.46,4.23
18,7,5.78,28.87,3.93
18,6,4.87,28.97,2.95
18,5,7.6,21.74,3.67
18,4,13.49,27.54,3.44
18,3,5.92,24.39,4.16
19,7,5.71,28.87,3.97
19,6,4.89,28.97,2.95
19,5,7.65,21.7,3.67
19,4,13.55,27.5,3.42
19,3,6.0,24.33,4.15
20,7,5.64,28.89,4.03
20,6,4.9,28.97,2.96
20,5,7.69,21.68,3.68
20,4,13.61,27.45,3.38
20,3,6.07,24.28,4.11
21,7,5.56,28.91,4.11
21,6,4.91,28.97,2.96
21,5,7.74,21.64,3.7
21,4,13.67,27.41,3.36
21,3,6.15,24.22,4.09
22,7,5.48,28.93,4.14
22,6,4.91,28.96,2.97
22,5,7.79,21.6,3.7
22,4,13.73,27.37,3.33
22,3,6.21,24.16,4.08
