frame,id,3d_x,3d_y,3d_z
1,-1,24.36,22.86,12.02
1,-1,20.74,15.16,8.13
2,-1,24.33,22.91,12.0
2,-1,20.57,15.2,8.09
3,-1,24.3,22.96,11.99
3,-1,20.43,15.24,8.09
4,-1,24.27,23.0,11.98
4,-1,20.28,15.28,8.06
5,-1,24.25,23.03,11.97
5,-1,20.12,15.32,8.03
6,-1,24.22,23.07,11.97
6,-1,19.98,15.35,8.0
7,-1,24.2,23.11,11.96
7,-1,19.84,15.39,7.99
8,-1,24.17,23.16,11.96
8,-1,19.71,15.43,7.97
9,-1,24.15,23.19,11.95
9,-1,19.58,15.47,7.96
10,-1,24.12,23.23,11.94
10,-1,19.45,15.49,7.95
11,-1,24.1,23.28,11.92
11,-1,19.34,15.53,7.94
12,-1,24.07,23.32,11.92
12,-1,19.21,15.57,7.9
13,-1,24.05,23.35,11.91
13,-1,19.11,15.6,7.89
14,-1,24.04,23.4,11.9
14,-1,18.98,15.63,7.88
15,-1,24.06,23.45,11.9
15,-1,18.87,15.67,7.86
16,-1,24.11,23.54,11.92
16,-1,18.76,15.69,7.85
17,-1,24.15,23.62,11.91
17,-1,18.65,15.72,7.84
18,-1,24.17,23.7,11.91
18,-1,18.55,15.76,7.83
19,-1,24.17,23.76,11.92
19,-1,18.44,15.79,7.82
20,-1,24.17,23.82,11.92
20,-1,18.35,15.82,7.81
21,-1,24.16,23.89,11.92
21,-1,18.25,15.85,7.8
22,-1,24.14,23.95,11.92
22,-1,18.16,15.87,7.79
23,-1,24.12,24.02,11.92
23,-1,18.06,15.9,7.77
24,-1,24.11,24.08,11.93
24,-1,17.96,15.93,7.77
25,-1,24.08,24.15,11.92
25,-1,17.88,15.96,7.75
26,-1,24.06,24.21,11.91
26,-1,17.79,15.97,7.75
27,-1,24.04,24.27,11.91
27,-1,17.71,16.0,7.74
28,-1,24.03,24.33,11.92
28,-1,17.61,16.03,7.72
29,-1,24.03,24.39,11.91
29,-1,17.52,16.05,7.71
30,-1,24.04,24.46,11.9
30,-1,17.44,16.06,7.71
31,-1,24.05,24.52,11.89
31,-1,17.37,16.09,7.7
32,-1,24.05,24.59,11.88
32,-1,17.3,16.12,7.69
33,-1,24.04,24.63,11.87
33,-1,17.21,16.14,7.67
34,-1,24.03,24.67,11.86
34,-1,17.13,16.16,7.66
35,-1,24.02,24.71,11.85
35,-1,17.06,16.18,7.66
36,-1,24.0,24.76,11.85
36,-1,16.98,16.21,7.64
37,-1,23.99,24.81,11.84
37,-1,16.97,16.27,7.63
38,-1,23.98,24.85,11.84
38,-1,17.06,16.54,7.55
39,-1,23.97,24.89,11.83
39,-1,17.2,16.84,7.46
40,-1,23.96,24.94,11.82
40,-1,17.35,17.02,7.4
41,-1,23.95,24.98,11.82
41,-1,17.43,17.19,7.36
42,-1,23.93,25.02,11.81
42,-1,17.5,17.37,7.29
43,-1,23.84,25.03,11.78
43,-1,17.55,17.54,7.23
44,-1,23.69,25.02,11.71
44,-1,17.58,17.7,7.18
45,-1,23.57,24.99,11.66
45,-1,17.62,17.88,7.13
46,-1,23.46,24.95,11.6
46,-1,17.64,18.02,7.1
47,-1,23.38,24.96,11.56
47,-1,17.68,18.17,7.06
48,-1,23.29,25.0,11.53
48,-1,17.7,18.31,7.03
49,-1,23.22,25.03,11.49
49,-1,17.71,18.45,7.0
50,-1,23.14,25.07,11.46
50,-1,17.73,18.59,6.97
51,-1,23.08,25.12,11.44
51,-1,17.75,18.71,6.93
52,-1,23.0,25.16,11.41
52,-1,17.77,18.85,6.9
53,-1,22.94,25.21,11.38
53,-1,17.79,18.96,6.87
54,-1,22.87,25.25,11.37
54,-1,17.82,19.08,6.84
55,-1,22.79,25.3,11.33
55,-1,17.84,19.18,6.82
56,-1,22.72,25.35,11.3
56,-1,17.86,19.29,6.79
57,-1,22.67,25.39,11.29
57,-1,17.88,19.4,6.77
58,-1,22.6,25.44,11.26
58,-1,17.9,19.49,6.75
59,-1,22.54,25.48,11.25
59,-1,17.92,19.59,6.74
60,-1,22.49,25.52,11.22
60,-1,17.95,19.7,6.72
61,-1,22.44,25.56,11.21
61,-1,17.97,19.8,6.7
62,-1,22.38,25.6,11.19
62,-1,17.99,19.89,6.69
63,-1,22.34,25.63,11.18
63,-1,18.01,19.99,6.66
64,-1,22.28,25.67,11.16
64,-1,18.02,20.07,6.65
65,-1,22.23,25.72,11.15
65,-1,18.04,20.15,6.64
66,-1,22.18,25.76,11.14
66,-1,18.05,20.24,6.64
67,-1,22.13,25.8,11.12
67,-1,18.07,20.34,6.62
68,-1,22.08,25.82,11.1
68,-1,18.08,20.41,6.61
69,-1,22.03,25.85,11.09
69,-1,18.1,20.5,6.6
70,-1,21.98,25.89,11.08
70,-1,18.11,20.58,6.6
71,-1,21.94,25.92,11.06
71,-1,18.13,20.66,6.58
72,-1,21.89,25.95,11.05
72,-1,18.15,20.73,6.58
73,-1,21.85,25.97,11.04
73,-1,18.16,20.81,6.56
74,-1,21.81,26.0,11.03
74,-1,18.17,20.88,6.57
75,-1,21.77,26.02,11.03
75,-1,18.19,20.94,6.57
76,-1,21.72,26.06,11.02
76,-1,18.2,21.02,6.57
77,-1,21.68,26.08,11.0
77,-1,18.21,21.09,6.57
78,-1,21.64,26.11,10.99
78,-1,18.22,21.15,6.56
79,-1,21.6,26.13,10.99
79,-1,18.23,21.22,6.56
80,-1,21.56,26.17,10.98
80,-1,18.25,21.28,6.56
81,-1,21.52,26.18,10.98
81,-1,18.26,21.35,6.55
82,-1,18.27,21.41,6.56
82,-1,21.48,26.21,10.97
83,-1,21.45,26.23,10.96
83,-1,18.28,21.47,6.55
84,-1,21.41,26.26,10.95
84,-1,18.29,21.54,6.55
85,-1,21.37,26.28,10.96
85,-1,18.31,21.6,6.55
86,-1,21.31,26.27,10.93
86,-1,18.31,21.66,6.55
87,-1,21.21,26.17,10.89
87,-1,18.39,21.71,6.56
88,-1,21.13,25.98,10.84
88,-1,18.54,21.7,6.6
89,-1,18.68,21.74,6.63
89,-1,21.08,25.77,10.78
90,-1,21.03,25.57,10.74
90,-1,18.76,21.83,6.65
91,-1,20.97,25.41,10.69
91,-1,18.84,21.93,6.68
92,-1,20.92,25.31,10.66
92,-1,18.91,22.03,6.71
93,-1,20.85,25.21,10.62
93,-1,18.98,22.13,6.74
94,-1,19.05,22.24,6.76
94,-1,20.78,25.13,10.61
95,-1,19.12,22.33,6.79
95,-1,20.68,25.04,10.57
96,-1,19.18,22.43,6.81
96,-1,20.6,24.98,10.55
97,-1,19.24,22.51,6.82
97,-1,20.51,24.9,10.52
98,-1,20.42,24.84,10.48
98,-1,19.3,22.6,6.84
99,-1,20.32,24.78,10.45
99,-1,19.36,22.68,6.86
100,-1,19.42,22.76,6.88
100,-1,20.24,24.72,10.42
101,-1,19.48,22.84,6.9
101,-1,20.15,24.67,10.4
102,-1,19.54,22.91,6.92
102,-1,20.08,24.63,10.38
103,-1,19.59,22.99,6.93
103,-1,19.98,24.58,10.35
104,-1,19.65,23.06,6.95
104,-1,19.91,24.53,10.32
105,-1,19.7,23.14,6.97
105,-1,19.83,24.51,10.29
106,-1,19.75,23.21,6.98
106,-1,19.75,24.45,10.27
107,-1,19.81,23.28,7.01
108,-1,19.86,23.35,7.02
109,-1,19.54,24.29,10.23
110,-1,19.47,24.25,10.22
110,-1,19.97,23.49,7.05
111,-1,19.4,24.21,10.2
111,-1,20.06,23.49,7.04
112,-1,20.23,23.44,7.04
112,-1,19.35,24.17,10.19
113,-1,19.3,24.14,10.18
113,-1,20.35,23.51,7.01
114,-1,19.24,24.09,10.16
114,-1,20.47,23.64,7.0
115,-1,19.17,24.04,10.14
115,-1,20.59,23.76,6.99
116,-1,20.72,23.86,6.95
116,-1,19.12,24.01,10.13
117,-1,20.84,23.97,6.96
117,-1,19.05,23.96,10.12
118,-1,19.0,23.91,10.11
118,-1,20.96,24.06,6.95
119,-1,21.08,24.15,6.94
119,-1,18.95,23.88,10.09
120,-1,21.19,24.23,6.93
120,-1,18.9,23.84,10.08
121,-1,21.3,24.32,6.91
121,-1,18.84,23.81,10.07
122,-1,21.41,24.4,6.91
122,-1,18.81,23.77,10.06
123,-1,21.51,24.47,6.9
123,-1,18.75,23.74,10.05
124,-1,21.62,24.54,6.9
124,-1,18.7,23.7,10.04
125,-1,21.72,24.6,6.89
125,-1,18.64,23.66,10.02
126,-1,21.82,24.68,6.89
126,-1,18.6,23.63,10.02
127,-1,21.9,24.73,6.87
127,-1,18.54,23.6,10.02
128,-1,22.0,24.79,6.88
128,-1,18.48,23.56,10.01
129,-1,22.08,24.86,6.88
129,-1,18.43,23.52,10.01
130,-1,22.18,24.92,6.87
130,-1,18.39,23.49,10.01
131,-1,22.26,24.98,6.87
131,-1,18.35,23.46,9.99
132,-1,22.34,25.02,6.92
132,-1,18.3,23.43,9.98
133,-1,22.44,25.03,7.0
133,-1,18.26,23.39,9.98
134,-1,22.55,25.04,7.08
134,-1,18.22,23.37,9.98
135,-1,22.65,25.05,7.11
135,-1,18.18,23.34,9.98
136,-1,18.13,23.29,9.97
136,-1,22.79,25.01,7.12
137,-1,22.93,24.97,7.1
137,-1,18.09,23.27,9.96
138,-1,23.06,24.98,7.1
138,-1,18.04,23.23,9.96
139,-1,23.18,24.98,7.09
139,-1,18.0,23.19,9.95
140,-1,23.29,24.99,7.08
140,-1,18.01,23.13,9.94
141,-1,23.41,25.0,7.08
141,-1,18.1,23.0,9.9
142,-1,23.51,25.0,7.07
142,-1,18.23,22.85,9.89
143,-1,23.62,25.01,7.06
143,-1,18.37,22.75,9.83
144,-1,23.73,25.02,7.06
144,-1,18.48,22.65,9.8
145,-1,23.83,25.03,7.06
145,-1,18.56,22.54,9.77
146,-1,23.93,25.05,7.06
146,-1,18.61,22.42,9.74
147,-1,24.02,25.05,7.05
147,-1,18.65,22.32,9.72
148,-1,24.11,25.06,7.05
148,-1,18.68,22.23,9.68
149,-1,24.19,25.07,7.05
149,-1,18.7,22.1,9.68
150,-1,24.28,25.07,7.06
150,-1,18.72,22.0,9.64
151,-1,24.36,25.08,7.05
151,-1,18.74,21.9,9.62
152,-1,24.44,25.08,7.05
152,-1,18.77,21.79,9.6
153,-1,24.52,25.08,7.04
153,-1,18.78,21.69,9.58
154,-1,24.59,25.08,7.04
154,-1,18.8,21.6,9.56
155,-1,24.68,25.09,7.06
155,-1,18.82,21.51,9.53
156,-1,24.74,25.09,7.05
156,-1,18.84,21.42,9.52
157,-1,24.81,25.1,7.05
157,-1,18.85,21.33,9.5
158,-1,24.87,25.11,7.04
158,-1,18.87,21.25,9.47
159,-1,24.94,25.11,7.04
159,-1,18.89,21.15,9.45
160,-1,25.0,25.12,7.05
160,-1,18.91,21.05,9.45
161,-1,25.07,25.13,7.05
161,-1,18.93,20.97,9.43
162,-1,25.13,25.09,7.0
162,-1,18.95,20.9,9.41
163,-1,25.13,24.77,6.85
163,-1,18.97,20.83,9.4
164,-1,24.99,24.36,6.72
164,-1,18.98,20.77,9.38
165,-1,24.85,24.08,6.57
165,-1,19.01,20.68,9.37
166,-1,24.75,23.88,6.47
166,-1,19.02,20.62,9.36
167,-1,24.71,23.67,6.4
167,-1,19.05,20.54,9.34
168,-1,24.69,23.5,6.31
168,-1,19.06,20.47,9.32
169,-1,24.69,23.29,6.27
169,-1,19.08,20.41,9.31
170,-1,24.68,23.12,6.2
170,-1,19.1,20.35,9.3
171,-1,24.7,22.92,6.14
171,-1,19.12,20.28,9.29
172,-1,24.71,22.76,6.08
172,-1,19.14,20.23,9.27
173,-1,24.72,22.58,6.03
173,-1,19.15,20.16,9.27
174,-1,24.73,22.43,5.97
174,-1,19.17,20.11,9.25
175,-1,24.74,22.27,5.91
175,-1,19.19,20.05,9.26
176,-1,24.76,22.13,5.86
176,-1,19.21,19.98,9.26
177,-1,24.78,21.98,5.82
177,-1,19.28,19.94,9.23
178,-1,24.79,21.82,5.78
178,-1,19.42,19.97,9.18
179,-1,24.81,21.69,5.74
179,-1,19.59,20.06,9.11
180,-1,24.83,21.56,5.7
180,-1,19.76,20.19,9.01
181,-1,24.84,21.43,5.66
181,-1,19.88,20.3,8.93
182,-1,24.85,21.31,5.63
182,-1,20.0,20.37,8.88
183,-1,24.87,21.19,5.59
183,-1,20.12,20.39,8.79
184,-1,20.26,20.39,8.72
185,-1,20.38,20.39,8.65
185,-1,24.91,20.95,5.53
186,-1,24.93,20.83,5.51
186,-1,20.5,20.37,8.6
187,-1,20.62,20.36,8.56
187,-1,24.94,20.72,5.48
188,-1,24.96,20.61,5.45
188,-1,20.76,20.33,8.48
189,-1,24.98,20.51,5.44
189,-1,20.88,20.32,8.42
190,-1,24.99,20.41,5.42
190,-1,20.97,20.3,8.38
191,-1,25.0,20.31,5.4
191,-1,21.09,20.29,8.33
192,-1,21.2,20.27,8.28
192,-1,25.01,20.21,5.38
193,-1,21.31,20.26,8.23
193,-1,24.88,20.08,5.36
194,-1,21.41,20.25,8.2
194,-1,24.4,20.04,5.33
195,-1,21.5,20.24,8.15
195,-1,24.03,20.06,5.27
196,-1,23.73,20.0,5.21
196,-1,21.61,20.23,8.1
197,-1,23.45,19.9,5.13
197,-1,21.69,20.22,8.08
198,-1,23.19,19.8,5.09
198,-1,21.8,20.21,8.03
199,-1,21.87,20.2,8.0
199,-1,22.95,19.72,5.04
200,-1,21.96,20.19,7.97
200,-1,22.72,19.64,5.0
201,-1,22.5,19.55,4.95
201,-1,22.03,20.18,7.95
202,-1,22.13,20.17,7.9
202,-1,22.29,19.47,4.91
203,-1,22.09,19.38,4.88
204,-1,21.88,19.3,4.83
205,-1,21.68,19.25,4.81
205,-1,22.38,20.16,7.81
206,-1,21.51,19.18,4.78
206,-1,22.42,20.18,7.78
207,-1,21.33,19.13,4.74
207,-1,22.47,20.21,7.75
208,-1,21.16,19.06,4.71
208,-1,22.63,20.15,7.73
209,-1,21.0,19.01,4.68
209,-1,22.68,20.14,7.7
210,-1,20.84,18.96,4.65
210,-1,22.76,20.12,7.67
211,-1,20.67,18.9,4.62
211,-1,22.83,20.1,7.65
212,-1,20.52,18.86,4.59
212,-1,22.89,20.09,7.61
213,-1,20.37,18.81,4.57
213,-1,22.97,20.09,7.6
214,-1,23.03,20.09,7.58
214,-1,20.24,18.76,4.55
215,-1,23.09,20.09,7.55
215,-1,20.08,18.71,4.51
216,-1,23.14,20.09,7.53
216,-1,19.95,18.68,4.5
217,-1,23.19,20.07,7.47
217,-1,19.81,18.64,4.47
218,-1,23.14,19.94,7.35
218,-1,19.67,18.59,4.45
219,-1,19.55,18.55,4.42
219,-1,23.07,19.64,7.25
220,-1,22.92,19.45,7.14
220,-1,19.42,18.53,4.4
221,-1,22.8,19.32,7.05
221,-1,19.29,18.49,4.36
222,-1,22.73,19.2,6.95
222,-1,19.17,18.45,4.36
223,-1,22.67,19.1,6.85
223,-1,19.06,18.42,4.33
224,-1,18.93,18.38,4.31
224,-1,22.63,18.96,6.76
225,-1,18.82,18.35,4.29
225,-1,22.6,18.84,6.68
226,-1,18.71,18.32,4.28
226,-1,22.57,18.7,6.62
227,-1,22.54,18.57,6.54
227,-1,22.93,18.75,8.96
228,-1,22.52,18.47,6.48
228,-1,18.56,18.62,4.1
229,-1,22.49,18.36,6.42
229,-1,18.5,18.88,3.96
230,-1,22.47,18.24,6.35
230,-1,18.44,19.03,3.86
231,-1,22.44,18.16,6.3
231,-1,18.32,19.16,3.78
232,-1,18.2,19.29,3.69
232,-1,22.42,18.06,6.25
233,-1,18.09,19.4,3.63
233,-1,22.4,17.95,6.2
234,-1,22.37,17.86,6.14
234,-1,17.97,19.52,3.55
235,-1,17.86,19.63,3.48
235,-1,22.36,17.78,6.09
236,-1,17.76,19.74,3.43
236,-1,22.33,17.7,6.05
237,-1,17.64,19.84,3.38
237,-1,22.31,17.6,6.01
238,-1,22.28,17.53,5.96
238,-1,17.54,19.94,3.31
239,-1,17.43,20.05,3.27
239,-1,22.27,17.45,5.93
240,-1,17.34,20.14,3.23
240,-1,22.25,17.38,5.89
241,-1,17.25,20.22,3.18
241,-1,22.23,17.31,5.86
242,-1,17.16,20.31,3.14
242,-1,22.2,17.23,5.83
243,-1,17.07,20.4,3.1
243,-1,22.19,17.17,5.79
244,-1,16.98,20.48,3.06
244,-1,22.16,17.1,5.74
245,-1,16.91,20.56,3.04
245,-1,22.14,17.04,5.72
246,-1,16.82,20.63,3.0
246,-1,22.11,16.96,5.69
247,-1,16.74,20.71,2.96
247,-1,22.1,16.9,5.67
248,-1,16.67,20.78,2.93
248,-1,22.07,16.83,5.64
249,-1,16.6,20.86,2.9
249,-1,22.06,16.77,5.61
250,-1,16.52,20.93,2.88
250,-1,22.04,16.72,5.58
251,-1,16.45,20.99,2.85
251,-1,22.02,16.67,5.57
252,-1,16.36,21.06,2.82
252,-1,22.0,16.6,5.54
253,-1,16.3,21.12,2.8
253,-1,21.98,16.54,5.52
254,-1,16.23,21.2,2.78
254,-1,21.96,16.48,5.49
255,-1,16.17,21.26,2.77
255,-1,21.95,16.44,5.47
256,-1,16.1,21.32,2.74
256,-1,21.93,16.4,5.43
257,-1,16.08,21.4,2.72
257,-1,21.91,16.36,5.42
258,-1,16.14,21.57,2.66
258,-1,21.89,16.29,5.4
259,-1,16.29,21.74,2.62
259,-1,21.87,16.23,5.36
260,-1,16.42,21.88,2.57
260,-1,21.85,16.18,5.34
261,-1,16.51,22.01,2.5
261,-1,21.83,16.13,5.32
262,-1,16.55,22.14,2.47
262,-1,21.82,16.08,5.29
263,-1,16.57,22.3,2.43
263,-1,21.8,16.03,5.28
264,-1,16.6,22.44,2.39
264,-1,21.79,15.99,5.26
265,-1,16.6,22.58,2.37
265,-1,21.77,15.94,5.24
266,-1,16.62,22.73,2.34
266,-1,21.76,15.88,5.22
267,-1,16.63,22.86,2.33
267,-1,21.75,15.85,5.21
268,-1,16.63,22.99,2.3
268,-1,21.74,15.8,5.18
269,-1,16.66,23.12,2.28
269,-1,21.73,15.76,5.18
270,-1,16.68,23.25,2.26
270,-1,21.72,15.72,5.15
271,-1,16.69,23.36,2.24
271,-1,21.71,15.68,5.14
272,-1,16.71,23.47,2.23
272,-1,21.69,15.64,5.12
273,-1,16.72,23.59,2.22
273,-1,21.68,15.59,5.1
274,-1,16.74,23.7,2.2
274,-1,21.63,15.56,5.04
275,-1,16.76,23.8,2.18
275,-1,21.48,15.57,5.0
276,-1,16.77,23.9,2.16
276,-1,21.26,15.67,4.92
277,-1,16.8,23.99,2.15
277,-1,21.06,15.82,4.79
278,-1,16.82,24.09,2.13
278,-1,20.91,15.9,4.66
279,-1,16.84,24.19,2.12
279,-1,20.78,15.9,4.54
280,-1,16.86,24.27,2.12
280,-1,20.61,15.83,4.39
281,-1,16.87,24.36,2.1
281,-1,20.44,15.73,4.26
282,-1,16.9,24.47,2.09
282,-1,20.26,15.63,4.13
283,-1,16.92,24.54,2.07
283,-1,20.09,15.56,4.0
284,-1,16.93,24.63,2.08
284,-1,19.91,15.51,3.88
285,-1,16.95,24.7,2.07
285,-1,19.73,15.45,3.76
286,-1,16.97,24.8,2.06
286,-1,19.57,15.41,3.65
287,-1,16.98,24.86,2.05
287,-1,19.42,15.37,3.56
288,-1,17.0,24.95,2.06
288,-1,19.25,15.32,3.45
289,-1,17.01,25.01,2.04
289,-1,19.1,15.29,3.36
290,-1,17.03,25.09,2.04
290,-1,18.95,15.27,3.27
291,-1,18.82,15.23,3.19
292,-1,18.68,15.2,3.11
293,-1,18.54,15.17,3.07
294,-1,18.4,15.14,2.98
295,-1,18.29,15.12,2.93
296,-1,17.12,25.5,2.02
297,-1,17.13,25.56,2.03
298,-1,17.13,25.63,2.03
299,-1,17.14,25.7,2.02
300,-1,17.16,25.78,2.01
301,-1,17.17,25.84,2.01
302,-1,17.16,25.89,2.01
303,-1,17.15,25.96,2.04
304,-1,17.18,26.02,2.05
305,-1,17.14,14.95,2.27
306,-1,17.21,26.12,2.03
306,-1,17.02,14.93,2.22
307,-1,17.22,26.16,2.06
307,-1,16.92,14.92,2.19
308,-1,17.23,26.21,2.05
308,-1,16.82,14.91,2.15
309,-1,17.29,26.28,2.04
309,-1,16.72,14.89,2.12
310,-1,17.29,26.33,2.04
310,-1,16.61,14.89,2.07
311,-1,17.31,26.39,2.05
311,-1,16.53,14.89,2.03
312,-1,17.3,26.43,2.05
312,-1,16.46,14.88,2.0
313,-1,17.31,26.48,2.06
313,-1,16.37,14.86,1.96
314,-1,17.33,26.52,2.07
314,-1,16.29,14.84,1.93
315,-1,17.37,26.59,2.08
315,-1,16.19,14.83,1.89
316,-1,17.37,26.63,2.07
316,-1,16.1,14.8,1.85
317,-1,17.38,26.68,2.07
317,-1,16.01,14.79,1.83
318,-1,17.4,26.72,2.07
318,-1,15.93,14.79,1.8
319,-1,17.41,26.77,2.08
319,-1,15.84,14.77,1.76
320,-1,17.41,26.81,2.07
320,-1,15.77,14.76,1.74
321,-1,17.42,26.85,2.08
321,-1,15.69,14.75,1.72
322,-1,17.43,26.88,2.08
322,-1,15.61,14.74,1.68
323,-1,17.44,26.93,2.09
323,-1,15.54,14.73,1.66
324,-1,17.46,26.97,2.1
324,-1,15.46,14.72,1.63
325,-1,17.47,27.02,2.1
325,-1,15.39,14.7,1.6
326,-1,17.48,27.07,2.11
326,-1,15.32,14.74,1.6
327,-1,17.48,27.11,2.11
327,-1,15.36,15.05,1.59
328,-1,17.49,27.14,2.12
328,-1,15.53,15.5,1.67
329,-1,17.51,27.18,2.13
329,-1,15.82,15.89,1.66
330,-1,17.52,27.22,2.14
330,-1,16.29,16.1,1.91
331,-1,17.52,27.26,2.15
331,-1,16.52,16.4,1.97
332,-1,16.65,16.68,2.04
332,-1,17.53,27.29,2.16
333,-1,17.54,27.34,2.15
333,-1,16.81,17.17,2.1
334,-1,17.55,27.38,2.15
334,-1,16.93,17.5,2.15
335,-1,17.56,27.4,2.17
335,-1,17.06,17.86,2.23
336,-1,17.57,27.44,2.17
336,-1,17.19,18.19,2.29
337,-1,17.58,27.47,2.17
337,-1,17.34,18.5,2.33
338,-1,17.58,27.5,2.18
338,-1,17.48,18.78,2.4
339,-1,17.58,27.52,2.17
340,-1,17.58,27.55,2.19
341,-1,17.59,27.58,2.2
342,-1,17.61,27.62,2.2
343,-1,17.62,27.65,2.2
344,-1,17.63,27.68,2.19
345,-1,17.65,27.71,2.16
346,-1,18.6,20.73,2.65
347,-1,18.69,20.93,2.68
348,-1,18.78,21.12,2.69
349,-1,18.95,21.31,2.69
350,-1,19.05,21.49,2.73
351,-1,19.16,21.67,2.74
352,-1,19.28,21.83,2.74
352,-1,17.67,27.89,2.25
353,-1,19.38,21.99,2.76
353,-1,17.64,27.86,2.08
354,-1,19.46,22.14,2.78
354,-1,17.65,27.97,2.35
355,-1,19.56,22.29,2.81
356,-1,19.66,22.44,2.83
356,-1,17.64,28.01,2.33
357,-1,17.43,27.98,2.26
357,-1,19.74,22.59,2.85
358,-1,17.41,27.99,2.25
358,-1,19.83,22.73,2.86
359,-1,19.94,22.88,2.87
359,-1,17.42,28.02,2.26
360,-1,20.02,23.02,2.88
360,-1,17.74,28.09,2.33
361,-1,20.13,23.15,2.88
361,-1,17.75,28.11,2.34
362,-1,17.74,28.14,2.39
362,-1,20.21,23.29,2.91
