frame,id,3d_x,3d_y,3d_z
1.0,8,24.36,22.86,12.02
1.0,9,20.74,15.16,8.13
2.0,8,24.33,22.91,12.0
2.0,9,20.57,15.2,8.09
3.0,8,24.3,22.96,11.99
3.0,9,20.43,15.24,8.09
4.0,8,24.27,23.0,11.98
4.0,9,20.28,15.28,8.06
5.0,8,24.25,23.03,11.97
5.0,9,20.12,15.32,8.03
6.0,8,24.22,23.07,11.97
6.0,9,19.98,15.35,8.0
7.0,8,24.2,23.11,11.96
7.0,9,19.84,15.39,7.99
8.0,8,24.17,23.16,11.96
8.0,9,19.71,15.43,7.97
9.0,8,24.15,23.19,11.95
9.0,9,19.58,15.47,7.96
10.0,8,24.12,23.23,11.94
10.0,9,19.45,15.49,7.95
11.0,8,24.1,23.28,11.92
11.0,9,19.34,15.53,7.94
12.0,8,24.07,23.32,11.92
12.0,9,19.21,15.57,7.9
13.0,8,24.05,23.35,11.91
13.0,9,19.11,15.6,7.89
14.0,8,24.04,23.4,11.9
14.0,9,18.98,15.63,7.88
15.0,8,24.06,23.45,11.9
15.0,9,18.87,15.67,7.86
16.0,8,24.11,23.54,11.92
16.0,9,18.76,15.69,7.85
17.0,8,24.15,23.62,11.91
17.0,9,18.65,15.72,7.84
18.0,8,24.17,23.7,11.91
18.0,9,18.55,15.76,7.83
19.0,8,24.17,23.76,11.92
19.0,9,18.44,15.79,7.82
20.0,8,24.17,23.82,11.92
20.0,9,18.35,15.82,7.81
21.0,8,24.16,23.89,11.92
21.0,9,18.25,15.85,7.8
22.0,8,24.14,23.95,11.92
22.0,9,18.16,15.87,7.79
23.0,8,24.12,24.02,11.92
23.0,9,18.06,15.9,7.77
24.0,8,24.11,24.08,11.93
24.0,9,17.96,15.93,7.77
25.0,8,24.08,24.15,11.92
25.0,9,17.88,15.96,7.75
26.0,8,24.06,24.21,11.91
26.0,9,17.79,15.97,7.75
27.0,8,24.04,24.27,11.91
27.0,9,17.71,16.0,7.74
28.0,8,24.03,24.33,11.92
28.0,9,17.61,16.03,7.72
29.0,8,24.03,24.39,11.91
29.0,9,17.52,16.05,7.71
30.0,8,24.04,24.46,11.9
30.0,9,17.44,16.06,7.71
31.0,8,24.05,24.52,11.89
31.0,9,17.37,16.09,7.7
32.0,8,24.05,24.59,11.88
32.0,9,17.3,16.12,7.69
33.0,8,24.04,24.63,11.87
33.0,9,17.21,16.14,7.67
34.0,8,24.03,24.67,11.86
34.0,9,17.13,16.16,7.66
35.0,8,24.02,24.71,11.85
35.0,9,17.06,16.18,7.66
36.0,8,24.0,24.76,11.85
36.0,9,16.98,16.21,7.64
37.0,8,23.99,24.81,11.84
37.0,9,16.97,16.27,7.63
38.0,8,23.98,24.85,11.84
38.0,9,17.06,16.54,7.55
39.0,8,23.97,24.89,11.83
39.0,9,17.2,16.84,7.46
40.0,8,23.96,24.94,11.82
40.0,9,17.35,17.02,7.4
41.0,8,23.95,24.98,11.82
41.0,9,17.43,17.19,7.36
42.0,8,23.93,25.02,11.81
42.0,9,17.5,17.37,7.29
43.0,8,23.84,25.03,11.78
43.0,9,17.55,17.54,7.23
44.0,8,23.69,25.02,11.71
44.0,9,17.58,17.7,7.18
45.0,8,23.57,24.99,11.66
45.0,9,17.62,17.88,7.13
46.0,8,23.46,24.95,11.6
46.0,9,17.64,18.02,7.1
47.0,8,23.38,24.96,11.56
47.0,9,17.68,18.17,7.06
48.0,8,23.29,25.0,11.53
48.0,9,17.7,18.31,7.03
49.0,8,23.22,25.03,11.49
49.0,9,17.71,18.45,7.0
50.0,8,23.14,25.07,11.46
50.0,9,17.73,18.59,6.97
51.0,8,23.08,25.12,11.44
51.0,9,17.75,18.71,6.93
52.0,8,23.0,25.16,11.41
52.0,9,17.77,18.85,6.9
53.0,8,22.94,25.21,11.38
53.0,9,17.79,18.96,6.87
54.0,8,22.87,25.25,11.37
54.0,9,17.82,19.08,6.84
55.0,8,22.79,25.3,11.33
55.0,9,17.84,19.18,6.82
56.0,8,22.72,25.35,11.3
56.0,9,17.86,19.29,6.79
57.0,8,22.67,25.39,11.29
57.0,9,17.88,19.4,6.77
58.0,8,22.6,25.44,11.26
58.0,9,17.9,19.49,6.75
59.0,8,22.54,25.48,11.25
59.0,9,17.92,19.59,6.74
60.0,8,22.49,25.52,11.22
60.0,9,17.95,19.7,6.72
61.0,8,22.44,25.56,11.21
61.0,9,17.97,19.8,6.7
62.0,8,22.38,25.6,11.19
62.0,9,17.99,19.89,6.69
63.0,8,22.34,25.63,11.18
63.0,9,18.01,19.99,6.66
64.0,8,22.28,25.67,11.16
64.0,9,18.02,20.07,6.65
65.0,8,22.23,25.72,11.15
65.0,9,18.04,20.15,6.64
66.0,8,22.18,25.76,11.14
66.0,9,18.05,20.24,6.64
67.0,8,22.13,25.8,11.12
67.0,9,18.07,20.34,6.62
68.0,8,22.08,25.82,11.1
68.0,9,18.08,20.41,6.61
69.0,8,22.03,25.85,11.09
69.0,9,18.1,20.5,6.6
70.0,8,21.98,25.89,11.08
70.0,9,18.11,20.58,6.6
71.0,8,21.94,25.92,11.06
71.0,9,18.13,20.66,6.58
72.0,8,21.89,25.95,11.05
72.0,9,18.15,20.73,6.58
73.0,8,21.85,25.97,11.04
73.0,9,18.16,20.81,6.56
74.0,8,21.81,26.0,11.03
74.0,9,18.17,20.88,6.57
75.0,8,21.77,26.02,11.03
75.0,9,18.19,20.94,6.57
76.0,8,21.72,26.06,11.02
76.0,9,18.2,21.02,6.57
77.0,8,21.68,26.08,11.0
77.0,9,18.21,21.09,6.57
78.0,8,21.64,26.11,10.99
78.0,9,18.22,21.15,6.56
79.0,8,21.6,26.13,10.99
79.0,9,18.23,21.22,6.56
80.0,8,21.56,26.17,10.98
80.0,9,18.25,21.28,6.56
81.0,8,21.52,26.18,10.98
81.0,9,18.26,21.35,6.55
82.0,8,21.48,26.21,10.97
82.0,9,18.27,21.41,6.56
83.0,8,21.45,26.23,10.96
83.0,9,18.28,21.47,6.55
84.0,8,21.41,26.26,10.95
84.0,9,18.29,21.54,6.55
85.0,8,21.37,26.28,10.96
85.0,9,18.31,21.6,6.55
86.0,8,21.31,26.27,10.93
86.0,9,18.31,21.66,6.55
87.0,8,21.21,26.17,10.89
87.0,9,18.39,21.71,6.56
88.0,8,21.13,25.98,10.84
88.0,9,18.54,21.7,6.6
89.0,8,21.08,25.77,10.78
89.0,9,18.68,21.74,6.63
90.0,8,21.03,25.57,10.74
90.0,9,18.76,21.83,6.65
91.0,8,20.97,25.41,10.69
91.0,9,18.84,21.93,6.68
92.0,8,20.92,25.31,10.66
92.0,9,18.91,22.03,6.71
93.0,8,20.85,25.21,10.62
93.0,9,18.98,22.13,6.74
94.0,8,20.78,25.13,10.61
94.0,9,19.05,22.24,6.76
95.0,8,20.68,25.04,10.57
95.0,9,19.12,22.33,6.79
96.0,8,20.6,24.98,10.55
96.0,9,19.18,22.43,6.81
97.0,8,20.51,24.9,10.52
97.0,9,19.24,22.51,6.82
98.0,8,20.42,24.84,10.48
98.0,9,19.3,22.6,6.84
99.0,8,20.32,24.78,10.45
99.0,9,19.36,22.68,6.86
100.0,8,20.24,24.72,10.42
100.0,9,19.42,22.76,6.88
101.0,8,20.15,24.67,10.4
101.0,9,19.48,22.84,6.9
102.0,8,20.08,24.63,10.38
102.0,9,19.54,22.91,6.92
103.0,8,19.98,24.58,10.35
103.0,9,19.59,22.99,6.93
104.0,8,19.91,24.53,10.32
104.0,9,19.65,23.06,6.95
105.0,8,19.83,24.51,10.29
105.0,9,19.7,23.14,6.97
106.0,8,19.75,24.45,10.27
106.0,9,19.75,23.21,6.98
107.0,8,19.54,24.29,10.23
107.0,9,19.81,23.28,7.01
108.0,8,19.75,24.45,10.27
108.0,9,19.86,23.35,7.02
