frame,id,3d_x,3d_y,3d_z
1,9,20.74,15.16,8.13
1,8,24.36,22.86,12.02
2,9,20.57,15.2,8.09
2,8,24.33,22.91,12.0
3,9,20.43,15.24,8.09
3,8,24.3,22.96,11.99
4,9,20.28,15.28,8.06
4,8,24.27,23.0,11.98
5,9,20.12,15.32,8.03
5,8,24.25,23.03,11.97
6,9,19.98,15.35,8.0
6,8,24.22,23.07,11.97
7,9,19.84,15.39,7.99
7,8,24.2,23.11,11.96
8,9,19.71,15.43,7.97
8,8,24.17,23.16,11.96
9,9,19.58,15.47,7.96
9,8,24.15,23.19,11.95
10,9,19.45,15.49,7.95
10,8,24.12,23.23,11.94
11,9,19.34,15.53,7.94
11,8,24.1,23.28,11.92
12,9,19.21,15.57,7.9
12,8,24.07,23.32,11.92
13,9,19.11,15.6,7.89
13,8,24.05,23.35,11.91
14,9,18.98,15.63,7.88
14,8,24.04,23.4,11.9
15,9,18.87,15.67,7.86
15,8,24.06,23.45,11.9
16,9,18.76,15.69,7.85
16,8,24.11,23.54,11.92
17,9,18.65,15.72,7.84
17,8,24.15,23.62,11.91
18,9,18.55,15.76,7.83
18,8,24.17,23.7,11.91
19,9,18.44,15.79,7.82
19,8,24.17,23.76,11.92
20,9,18.35,15.82,7.81
20,8,24.17,23.82,11.92
21,9,18.25,15.85,7.8
21,8,24.16,23.89,11.92
22,9,18.16,15.87,7.79
22,8,24.14,23.95,11.92
23,9,18.06,15.9,7.77
23,8,24.12,24.02,11.92
24,9,17.96,15.93,7.77
24,8,24.11,24.08,11.93
25,9,17.88,15.96,7.75
25,8,24.08,24.15,11.92
26,9,17.79,15.97,7.75
26,8,24.06,24.21,11.91
27,9,17.71,16.0,7.74
27,8,24.04,24.27,11.91
28,9,17.61,16.03,7.72
28,8,24.03,24.33,11.92
29,9,17.52,16.05,7.71
29,8,24.03,24.39,11.91
30,9,17.44,16.06,7.71
30,8,24.04,24.46,11.9
31,9,17.37,16.09,7.7
31,8,24.05,24.52,11.89
32,9,17.3,16.12,7.69
32,8,24.05,24.59,11.88
33,9,17.21,16.14,7.67
33,8,24.04,24.63,11.87
34,9,17.13,16.16,7.66
34,8,24.03,24.67,11.86
35,9,17.06,16.18,7.66
35,8,24.02,24.71,11.85
36,9,16.98,16.21,7.64
36,8,24.0,24.76,11.85
37,9,16.97,16.27,7.63
37,8,23.99,24.81,11.84
38,9,17.06,16.54,7.55
38,8,23.98,24.85,11.84
39,9,17.2,16.84,7.46
39,8,23.97,24.89,11.83
40,9,17.35,17.02,7.4
40,8,23.96,24.94,11.82
41,9,17.43,17.19,7.36
41,8,23.95,24.98,11.82
42,9,17.5,17.37,7.29
42,8,23.93,25.02,11.81
43,9,17.55,17.54,7.23
43,8,23.84,25.03,11.78
44,9,17.58,17.7,7.18
44,8,23.69,25.02,11.71
45,9,17.62,17.88,7.13
45,8,23.57,24.99,11.66
46,9,17.64,18.02,7.1
46,8,23.46,24.95,11.6
47,9,17.68,18.17,7.06
47,8,23.38,24.96,11.56
48,9,17.7,18.31,7.03
48,8,23.29,25.0,11.53
49,9,17.71,18.45,7.0
49,8,23.22,25.03,11.49
50,9,17.73,18.59,6.97
50,8,23.14,25.07,11.46
51,9,17.75,18.71,6.93
51,8,23.08,25.12,11.44
52,9,17.77,18.85,6.9
52,8,23.0,25.16,11.41
53,9,17.79,18.96,6.87
53,8,22.94,25.21,11.38
54,9,17.82,19.08,6.84
54,8,22.87,25.25,11.37
55,9,17.84,19.18,6.82
55,8,22.79,25.3,11.33
56,9,17.86,19.29,6.79
