frame,id,3d_x,3d_y,3d_z,t_x,t_y,t_w,t_h,t_c,f_x,f_y,f_w,f_h,f_c
1,15,4.41,8.72,1.12,852.4110336303711,510.47796630859375,26.0,26.0,-1,893.8449401855468,438.54623794555664,50.0,50.0,-1
1,14,14.85,2.29,13.31,1325.915557861328,365.7850646972656,26.0,26.0,-1,1329.9251708984375,876.4427795410156,50.0,50.0,-1
1,13,3.27,13.3,1.66,800.6959686279297,708.8749084472656,26.0,26.0,-1,794.6502685546875,467.1468620300293,50.0,50.0,-1
1,12,6.94,28.58,2.0,943.488983154297,1379.5850219726562,26.0,26.0,-1,773.1954040527344,526.1620101928711,50.0,50.0,-1
2,15,4.43,8.57,1.12,853.6303100585938,503.9143524169922,26.0,26.0,-1,896.3840942382812,438.4966430664063,50.0,50.0,-1
2,14,14.83,2.18,13.24,1325.4743041992188,361.5827178955078,26.0,26.0,-1,1329.1185913085938,873.0011138916016,50.0,50.0,-1
2,13,3.26,13.16,1.66,800.5863800048828,702.735595703125,26.0,26.0,-1,795.8356628417969,466.9806518554688,50.0,49.99999999999994,-1
2,12,6.86,28.59,2.0,939.840789794922,1379.6715087890625,26.0,26.0,-1,767.2349853515625,526.5201110839844,50.0,50.0,-1
3,16,6.4,14.56,3.01,948.5569915771484,766.9322204589844,26.0,26.0,-1,933.6976928710938,535.551628112793,50.0,50.0,-1
3,15,4.44,8.43,1.12,854.1790313720703,497.93626403808594,26.0,26.0,-1,898.0985107421876,438.5273818969727,50.0,50.0,-1
3,14,14.8,2.1,13.15,1324.7511291503906,358.04063415527344,26.0,26.0,-1,1327.93212890625,869.2420196533203,50.0,50.0,-1
3,13,3.24,12.98,1.68,800.675895690918,695.0531005859375,26.0,26.0,-1,797.277587890625,467.8875274658203,50.0,50.0,-1
3,12,6.79,28.59,2.02,937.4039916992188,1379.5498046875,26.0,26.0,-1,761.4820556640625,527.8516845703125,50.0,50.0,-1
4,16,6.24,14.39,3.13,940.7353668212892,760.2217102050781,26.0,26.0,-1,930.4060668945312,541.4172973632812,50.0,50.0,-1
4,15,4.43,8.27,1.15,855.6218185424805,491.1097259521485,26.0,25.999999999999943,-1,897.9889526367188,439.5157852172852,50.0,50.0,-1
4,14,14.77,1.97,13.07,1323.6884765625,353.1284332275391,26.0,26.0,-1,1326.9713745117188,865.4515686035156,50.0,50.0,-1
4,13,3.25,12.84,1.67,800.5653305053711,689.0693969726562,26.0,26.0,-1,799.1609497070312,467.0260124206543,50.0,50.0,-1
4,12,6.72,28.59,2.02,934.0117645263672,1379.6210327148438,26.0,26.0,-1,757.2620239257812,528.0425109863281,50.0,50.0,-1
5,16,6.12,14.19,3.24,937.0714111328124,751.9450988769531,26.0,26.0,-1,926.8628540039062,545.7529296875,50.0,50.0,-1
5,15,4.43,8.12,1.15,856.4883422851562,484.88710021972656,26.0,26.0,-1,898.8688659667968,439.02756118774414,50.0,50.0,-1
5,14,14.74,1.89,13.01,1322.072998046875,349.8125,26.0,26.0,-1,1325.9342041015625,862.6706085205078,50.0,50.0,-1
5,13,3.22,12.68,1.68,800.4541778564453,682.1937255859375,26.0,26.0,-1,799.7044067382812,467.3845901489258,50.0,50.0,-1
5,12,6.68,28.66,2.03,932.6780853271484,1382.33154296875,26.0,26.0,-1,752.1222839355469,528.9227523803711,50.0,50.0,-1
6,15,4.48,7.99,1.09,857.7000427246094,478.8713073730469,26.0,26.0,-1,902.200927734375,436.7555503845215,50.0,50.0,-1
6,14,14.7,1.78,12.94,1320.766082763672,345.552734375,26.0,26.0,-1,1324.873779296875,859.6147155761719,50.0,50.0,-1
6,13,3.21,12.53,1.7,800.1763687133789,675.9840698242188,26.0,26.0,-1,800.5678405761719,467.841552734375,50.0,50.0,-1
6,12,6.78,28.96,2.0,935.1212005615234,1396.5211181640625,26.0,26.0,-1,755.8843994140625,528.6957244873047,50.0,50.0,-1
7,16,6.24,13.75,2.96,942.4869079589844,732.81298828125,26.0,26.0,-1,933.8701171875,530.7871246337891,50.0,50.0,-1
7,15,4.48,7.85,1.11,858.7149963378906,472.9534912109375,26.0,26.0,-1,903.2294006347656,437.3927154541016,50.0,50.0,-1
7,14,14.67,1.68,12.87,1319.778778076172,341.53601837158203,26.0,26.0,-1,1323.636474609375,856.4545593261719,50.0,50.0,-1
7,13,3.2,12.38,1.71,800.581672668457,669.7072143554688,26.0,26.0,-1,801.9892883300781,468.38453674316406,50.0,50.0,-1
7,12,6.79,28.97,2.01,935.0010375976562,1397.1270141601562,26.0,26.0,-1,757.088623046875,529.1618423461914,50.0,50.0,-1
8,16,6.34,13.48,3.05,946.1961669921876,721.7505798339844,26.0,26.0,-1,943.1401977539062,534.7859802246094,50.0,50.0,-1
8,15,4.52,7.72,1.11,859.6411209106445,467.58056640625,26.0,26.0,-1,906.9039611816406,437.3839530944824,50.0,50.0,-1
8,14,14.64,1.6,12.83,1318.8423767089844,338.24757385253906,26.0,26.0,-1,1322.688720703125,854.2195587158203,50.0,50.0,-1
8,13,3.19,12.26,1.74,800.5898818969727,664.3040161132812,26.0,26.0,-1,802.8765563964844,469.2334976196289,50.0,50.0,-1
8,12,6.85,28.96,2.04,941.1529388427734,1395.3408203125,26.0,26.0,-1,756.4453430175781,530.1762619018555,50.0,50.0,-1
9,16,6.31,13.21,2.94,948.5611724853516,709.6480407714844,26.0,26.0,-1,938.92138671875,527.7127151489258,50.0,50.0,-1
9,15,4.52,7.58,1.09,860.2461090087891,461.5763702392578,26.0,26.0,-1,907.4945068359376,436.5573692321777,50.0,50.0,-1
9,14,14.61,1.51,12.78,1318.2259521484375,334.91658782958984,26.0,26.0,-1,1321.5712890625,851.9332885742188,50.0,50.0,-1
9,13,3.15,12.12,1.76,800.6442718505859,658.198974609375,26.0,26.0,-1,801.8974609375,469.6345558166504,50.0,50.0,-1
9,12,7.06,28.92,2.09,952.2836456298828,1392.6467895507812,26.0,26.0,-1,771.0699462890625,533.4701538085938,50.0,50.0,-1
10,16,6.38,12.96,2.84,949.5628814697266,699.2386779785156,26.0,26.0,-1,945.6542358398438,522.6601715087891,50.0,50.0,-1
10,15,4.54,7.46,1.1,860.7732772827148,456.5636138916016,26.0,26.0,-1,910.1967163085938,437.04283905029297,50.0,50.0,-1
10,14,14.6,1.44,12.75,1317.6039428710938,332.2531814575196,26.0,26.0,-1,1321.118896484375,850.3395843505859,50.0,50.0,-1
10,13,3.14,11.98,1.74,800.1774826049805,652.37890625,26.0,26.0,-1,803.1206970214844,468.8118209838867,50.0,50.0,-1
10,12,7.43,28.8,2.2,972.2637176513672,1385.7698364257812,26.0,26.0,-1,796.4259643554688,540.222038269043,50.0,50.0,-1
11,16,6.43,12.71,2.8,950.2485961914062,688.7141418457031,26.0,26.0,-1,951.8683776855468,520.9052734375,50.0,50.0,-1
11,15,4.56,7.33,1.1,861.4331130981445,451.14207458496094,26.0,26.0,-1,912.8260192871094,437.041561126709,50.0,50.0,-1
11,14,14.56,1.34,12.71,1316.1603088378906,328.2728042602539,26.0,26.0,-1,1320.0848999023438,848.1790008544922,50.0,50.0,-1
11,13,3.05,11.85,1.71,795.6033020019531,646.8347473144531,26.0,26.0,-1,800.8914794921875,467.3932723999024,50.0,49.99999999999994,-1
11,12,7.84,28.69,2.29,992.0261535644532,1379.77197265625,26.0,26.0,-1,826.120849609375,546.0229721069336,50.0,50.0,-1
12,16,6.41,12.45,2.78,949.8380584716796,677.7615356445312,26.0,26.0,-1,953.3087768554688,519.3264694213867,50.0,50.0,-1
12,15,4.6,7.19,1.1,862.2635498046875,445.3336181640625,26.0,26.0,-1,915.9812316894532,436.99305725097656,50.0,50.0,-1
12,14,14.53,1.24,12.66,1315.1927185058594,324.4660339355469,26.0,26.0,-1,1319.2227783203125,845.7467041015625,50.0,50.0,-1
12,13,2.96,11.72,1.65,788.9582901000977,641.3268432617188,26.0,26.0,-1,799.5185546875,464.4747848510742,50.0,50.0,-1
12,12,8.18,28.61,2.39,1006.135284423828,1375.8077392578125,26.000000000000114,26.0,-1,856.2860717773438,553.9889678955078,50.0,50.0,-1
13,16,6.42,12.19,2.75,949.7629852294922,667.1006469726562,26.0,26.0,-1,956.659698486328,517.3853073120117,50.0,50.0,-1
13,15,4.61,7.08,1.1,862.8364715576172,440.65528869628906,26.0,26.0,-1,917.4845886230468,436.8057403564453,50.0,50.0,-1
13,14,14.52,1.16,12.63,1314.2764282226562,321.4289093017578,26.0,26.0,-1,1319.0093383789062,844.2146148681641,50.0,50.0,-1
13,13,2.88,11.55,1.72,786.0537109375,634.3429260253906,26.0,26.0,-1,799.0594177246094,467.7444610595703,50.0,50.0,-1
13,12,8.41,28.58,2.47,1014.8951263427734,1374.3615112304688,26.0,26.0,-1,876.4557800292968,560.3337478637695,50.0,50.0,-1
14,16,6.41,11.94,2.74,949.8260650634766,656.317626953125,26.0,26.0,-1,957.9051513671876,515.8798675537109,50.0,50.0,-1
14,15,4.61,6.96,1.11,863.6596527099609,435.290771484375,26.0,26.0,-1,918.3855285644532,437.136344909668,50.0,50.0,-1
14,14,14.5,1.09,12.59,1313.9742431640625,318.9211120605469,26.0,26.0,-1,1318.2794189453125,842.4053497314453,50.0,50.0,-1
14,13,2.8,11.31,1.8,787.0653915405273,623.9797058105469,26.0,26.0,-1,795.3761291503906,470.38916397094727,50.0,50.0,-1
14,12,8.55,28.57,2.52,1022.0610961914062,1373.600341796875,26.0,26.0,-1,886.7364196777344,564.0271987915039,50.0,50.0,-1
15,16,6.42,11.7,2.72,950.2788696289062,646.2204284667969,26.0,26.0,-1,959.84716796875,514.7423629760742,50.0,50.0,-1
15,15,4.6,6.83,1.12,864.4314956665039,429.7658233642578,26.0,26.0,-1,918.329071044922,437.2728233337402,50.0,50.0,-1
15,14,14.48,1.02,12.58,1313.427734375,316.1454849243164,26.0,26.0,-1,1317.3741455078125,841.2242889404297,50.0,50.0,-1
15,13,2.79,11.05,1.83,788.9413528442383,612.7865295410156,26.0,26.0,-1,796.3995971679688,471.11192321777344,50.0,50.0,-1
