Filename,Object ID,Annotation tag,Upper left corner X,Upper left corner Y,Lower right corner X,Lower right corner Y,Confidence,Frame
000001.png,-1,zebrafish,1609.515625,784.6438598632812,1658.21435546875,833.4110412597656,0.8942513465881348,1
000001.png,-1,zebrafish,1860.8192138671875,1082.1333618164062,1909.49267578125,1130.7667846679688,0.8670848608016968,1
000002.png,-1,zebrafish,1602.1348876953125,782.8900756835938,1650.9013671875,831.6578063964844,0.8904092907905579,2
000002.png,-1,zebrafish,1859.8050537109375,1082.2630004882812,1908.48974609375,1130.9222412109375,0.8704015612602234,2
000003.png,-1,zebrafish,1596.151123046875,783.0714416503906,1644.6695556640625,831.6609497070312,0.8957787156105042,3
000003.png,-1,zebrafish,1859.36376953125,1082.6337280273438,1908.2469482421875,1131.4821166992188,0.8629070520401001,3
000004.png,-1,zebrafish,1589.699462890625,781.7242431640625,1638.729736328125,830.8267211914062,0.8929839730262756,4
000004.png,-1,zebrafish,1858.1219482421875,1082.6207275390625,1906.9173583984375,1131.396728515625,0.8705286383628845,4
000005.png,-1,zebrafish,1582.59228515625,781.0066833496094,1631.2945556640625,829.6905517578125,0.8912221789360046,5
000005.png,-1,zebrafish,1856.653076171875,1082.8355712890625,1905.041015625,1131.2313842773438,0.8712843656539917,5
000006.png,-1,zebrafish,1576.401123046875,780.2105407714844,1624.2564697265625,828.1217956542969,0.8954268097877502,6
000006.png,-1,zebrafish,1856.0380859375,1083.3193359375,1904.405029296875,1131.69775390625,0.8733378052711487,6
000007.png,-1,zebrafish,1569.64697265625,779.593017578125,1617.75244140625,827.8039245605469,0.8995607495307922,7
000007.png,-1,zebrafish,1855.44384765625,1083.8267211914062,1903.671875,1132.071044921875,0.8714597821235657,7
000008.png,-1,zebrafish,1564.3477783203125,779.2280883789062,1612.1947021484375,827.1041564941406,0.9026063680648804,8
000008.png,-1,zebrafish,1854.408447265625,1084.1727294921875,1903.0843505859375,1132.8798828125,0.8689083456993103,8
000009.png,-1,zebrafish,1558.7021484375,778.4678955078125,1607.1607666015625,826.9126281738281,0.892522931098938,9
000009.png,-1,zebrafish,1853.90087890625,1084.1798706054688,1902.6097412109375,1132.9078369140625,0.8726670145988464,9
000010.png,-1,zebrafish,1552.3050537109375,778.2236938476562,1600.588134765625,826.6039733886719,0.8944556713104248,10
000010.png,-1,zebrafish,1852.83056640625,1084.5127563476562,1901.4862060546875,1133.1886596679688,0.869509756565094,10
000011.png,-1,zebrafish,1547.3380126953125,778.0352478027344,1595.4771728515625,826.281494140625,0.9013187289237976,11
000011.png,-1,zebrafish,1852.8770751953125,1084.6325073242188,1901.5260009765625,1133.309814453125,0.8698340058326721,11
000012.png,-1,zebrafish,1541.114990234375,776.6786804199219,1589.2230224609375,824.7769165039062,0.8972938060760498,12
000012.png,-1,zebrafish,1851.68994140625,1084.9536743164062,1900.313232421875,1133.623779296875,0.870076596736908,12
000013.png,-1,zebrafish,1536.8619384765625,776.2621765136719,1584.7960205078125,824.1807861328125,0.8958280682563782,13
000013.png,-1,zebrafish,1850.804443359375,1085.412353515625,1899.2371826171875,1133.9000244140625,0.8681586384773254,13
000014.png,-1,zebrafish,1531.39208984375,775.9247436523438,1579.083251953125,823.6441040039062,0.8983451128005981,14
000014.png,-1,zebrafish,1850.6861572265625,1085.2621459960938,1899.3992919921875,1134.01171875,0.868998110294342,14
000015.png,-1,zebrafish,1525.8604736328125,775.1507873535156,1574.23974609375,823.5423583984375,0.8990992307662964,15
000015.png,-1,zebrafish,1852.2591552734375,1086.7366943359375,1900.8382568359375,1135.3923950195312,0.8680981397628784,15
000016.png,-1,zebrafish,1520.8505859375,774.5987548828125,1569.3775634765625,823.0679626464844,0.8950316905975342,16
000016.png,-1,zebrafish,1855.99365234375,1088.9363403320312,1904.9154052734375,1137.8375854492188,0.8731198906898499,16
000017.png,-1,zebrafish,1516.0394287109375,774.5016174316406,1564.52978515625,822.96337890625,0.9015750885009766,17
000017.png,-1,zebrafish,1858.7159423828125,1090.3078002929688,1907.8170166015625,1139.3875732421875,0.8821552395820618,17
000018.png,-1,zebrafish,1511.2349853515625,774.0824584960938,1559.9017333984375,822.7630004882812,0.9001590609550476,18
000018.png,-1,zebrafish,1862.077880859375,1091.8157958984375,1911.192626953125,1140.919677734375,0.8904504776000977,18
000019.png,-1,zebrafish,1506.4669189453125,773.7161865234375,1554.6436767578125,821.949462890625,0.9012722373008728,19
