Filename,Object ID,Annotation tag,Upper left corner X,Upper left corner Y,Lower right corner X,Lower right corner Y,Confidence,Frame
000001.png,-1,zebrafish,1672.4765625,1037.6527099609375,1696.36865234375,1061.572509765625,0.8490481376647949,1
000001.png,-1,zebrafish,1557.5680541992188,761.3804931640625,1581.0391845703125,784.8449096679688,0.8407520055770874,1
000002.png,-1,zebrafish,1671.5914306640625,1039.4752197265625,1695.2314453125,1063.208740234375,0.849738359451294,2
000002.png,-1,zebrafish,1551.007568359375,763.1043701171875,1574.3933715820312,786.3817138671875,0.842480480670929,2
000003.png,-1,zebrafish,1670.6727294921875,1041.5283813476562,1694.1614990234375,1065.1317138671875,0.8498626947402954,3
000003.png,-1,zebrafish,1545.1470336914062,764.5535888671875,1568.0186767578125,787.3563232421875,0.8423977494239807,3
000004.png,-1,zebrafish,1669.584716796875,1042.8201293945312,1693.1878662109375,1066.5636596679688,0.8489915132522583,4
000004.png,-1,zebrafish,1538.8546752929688,766.0219116210938,1561.9647827148438,789.1128540039062,0.8413465023040771,4
000005.png,-1,zebrafish,1668.900390625,1043.9172973632812,1692.499267578125,1067.659423828125,0.8505656123161316,5
000005.png,-1,zebrafish,1533.4722290039062,767.665283203125,1556.2130737304688,790.3765258789062,0.844502329826355,5
000006.png,-1,zebrafish,1667.802490234375,1045.3340454101562,1691.5789794921875,1069.2513427734375,0.8519158363342285,6
000006.png,-1,zebrafish,1527.517333984375,768.5394287109375,1550.7562866210938,791.788818359375,0.8362808227539062,6
000007.png,-1,zebrafish,1667.2259521484375,1046.9441528320312,1690.9176025390625,1070.7527465820312,0.8486056923866272,7
000007.png,-1,zebrafish,1522.4190673828125,770.2275390625,1545.3995361328125,793.2076416015625,0.8414140939712524,7
000008.png,-1,zebrafish,1665.993408203125,1048.750732421875,1689.524658203125,1072.33154296875,0.8479070067405701,8
000008.png,-1,zebrafish,1517.2970581054688,771.6837158203125,1540.1978759765625,794.6267700195312,0.8436374068260193,8
000009.png,-1,zebrafish,1665.436279296875,1049.7711181640625,1689.0941162109375,1073.4564819335938,0.8481350541114807,9
000009.png,-1,zebrafish,1511.6931762695312,772.59228515625,1535.1259155273438,796.0438842773438,0.8434237241744995,9
000010.png,-1,zebrafish,1664.29541015625,1051.427734375,1688.0697021484375,1075.2071533203125,0.8484299778938293,10
000010.png,-1,zebrafish,1507.237548828125,773.9791259765625,1530.074951171875,796.8450927734375,0.8430069088935852,10
000011.png,-1,zebrafish,1663.3465576171875,1053.1757202148438,1687.06298828125,1076.8898315429688,0.8505814671516418,11
000011.png,-1,zebrafish,1502.6019897460938,775.4555053710938,1525.0950927734375,797.9757690429688,0.83717942237854,11
000012.png,-1,zebrafish,1662.565673828125,1054.5706176757812,1686.208984375,1078.2267456054688,0.8524723052978516,12
000012.png,-1,zebrafish,1498.2742309570312,776.7888793945312,1521.095947265625,799.5944213867188,0.8343391418457031,12
000013.png,-1,zebrafish,1661.6060791015625,1055.8253784179688,1685.3223876953125,1079.5784912109375,0.8529269099235535,13
000013.png,-1,zebrafish,1493.45849609375,777.8071899414062,1516.17431640625,800.4649658203125,0.8360885977745056,13
000014.png,-1,zebrafish,1661.3797607421875,1057.4483032226562,1685.072265625,1081.1909790039062,0.8490580320358276,14
000014.png,-1,zebrafish,1488.460693359375,779.0146484375,1511.17431640625,801.68798828125,0.8358583450317383,14
000015.png,-1,zebrafish,1662.171142578125,1059.26708984375,1686.2481689453125,1083.3785400390625,0.8481659889221191,15
000015.png,-1,zebrafish,1483.8890380859375,780.3145751953125,1506.74365234375,803.0962524414062,0.8348944187164307,15
000016.png,-1,zebrafish,1664.402587890625,1062.6044921875,1688.1514892578125,1086.3411865234375,0.8455803394317627,16
000016.png,-1,zebrafish,1479.8600463867188,781.3547973632812,1502.51025390625,803.9696655273438,0.8394185304641724,16
000017.png,-1,zebrafish,1665.7183837890625,1065.5911254882812,1689.7528076171875,1089.6434326171875,0.8415437340736389,17
000017.png,-1,zebrafish,1475.6387329101562,782.4930419921875,1498.4356079101562,805.2896728515625,0.8342254757881165,17
000018.png,-1,zebrafish,1666.2325439453125,1068.2349853515625,1690.2071533203125,1092.2601318359375,0.8447967171669006,18
000018.png,-1,zebrafish,1471.0578002929688,783.4344482421875,1494.442626953125,806.7993774414062,0.829395592212677,18
000019.png,-1,zebrafish,1666.253662109375,1070.2618408203125,1690.3753662109375,1094.4788818359375,0.8492434620857239,19
000019.png,-1,zebrafish,1467.2682495117188,784.7142944335938,1490.1467895507812,807.5903930664062,0.8387058973312378,19
000020.png,-1,zebrafish,1666.4776611328125,1072.7080688476562,1690.340087890625,1096.6771240234375,0.8503217697143555,20
000020.png,-1,zebrafish,1463.0752563476562,785.8568725585938,1485.9443359375,808.7637329101562,0.8428718447685242,20
000021.png,-1,zebrafish,1666.129150390625,1075.16748046875,1689.7708740234375,1098.922119140625,0.8489108085632324,21
000021.png,-1,zebrafish,1459.5097045898438,787.2591552734375,1482.1016235351562,809.8604736328125,0.834446132183075,21
000022.png,-1,zebrafish,1665.4566650390625,1077.2935180664062,1689.18408203125,1101.0721435546875,0.8462513089179993,22
000022.png,-1,zebrafish,1455.8645629882812,787.9094848632812,1478.585205078125,810.609130859375,0.8382405638694763,22
000023.png,-1,zebrafish,1664.9033203125,1080.189453125,1688.30810546875,1103.600341796875,0.847049355506897,23
000023.png,-1,zebrafish,1452.1079711914062,789.301025390625,1474.3976440429688,811.5552368164062,0.8392473459243774,23
000024.png,-1,zebrafish,1664.2095947265625,1082.2990112304688,1687.6900634765625,1105.8262939453125,0.845426619052887,24
000024.png,-1,zebrafish,1448.555419921875,790.3587646484375,1471.0933837890625,812.8592529296875,0.8344261050224304,24
000025.png,-1,zebrafish,1663.4837646484375,1084.8466796875,1686.982421875,1108.420654296875,0.8469918966293335,25
