frame,id,3d_x,3d_y,3d_z
1,-1,4.96,9.66,1.47
1,-1,2.52,3.28,2.88
2,-1,4.85,9.52,1.41
2,-1,2.43,3.17,2.79
3,-1,4.78,9.37,1.34
3,-1,2.34,3.1,2.71
4,-1,4.74,9.22,1.28
4,-1,2.27,3.02,2.63
5,-1,4.69,9.05,1.23
5,-1,2.21,2.94,2.58
6,-1,4.65,8.89,1.19
6,-1,2.12,2.86,2.5
7,-1,4.6,8.74,1.16
7,-1,2.04,2.79,2.43
8,-1,4.55,8.59,1.11
8,-1,1.97,2.73,2.37
9,-1,1.92,2.68,2.31
9,-1,4.5,8.44,1.07
10,-1,1.84,2.6,2.24
10,-1,4.44,8.32,1.06
11,-1,1.78,2.54,2.2
11,-1,4.35,8.19,1.04
12,-1,1.73,2.48,2.15
12,-1,4.25,8.1,1.03
13,-1,1.67,2.43,2.1
13,-1,4.18,7.97,1.0
14,-1,4.15,7.82,0.96
14,-1,1.62,2.37,2.05
15,-1,1.57,2.31,1.99
15,-1,4.13,7.62,0.9
16,-1,1.52,2.27,1.94
16,-1,4.08,7.44,0.84
17,-1,1.47,2.22,1.9
17,-1,3.99,7.25,0.8
18,-1,1.42,2.18,1.86
18,-1,3.88,7.1,0.75
19,-1,1.37,2.13,1.83
19,-1,3.78,6.95,0.72
20,-1,1.32,2.09,1.79
20,-1,3.69,6.77,0.69
21,-1,1.29,2.03,1.75
21,-1,3.6,6.59,0.66
22,-1,1.24,1.99,1.71
22,-1,3.55,6.4,0.65
23,-1,1.19,2.01,1.61
23,-1,3.48,6.25,0.61
24,-1,1.13,2.14,1.52
24,-1,3.42,6.12,0.58
25,-1,3.35,5.96,0.57
25,-1,1.14,2.41,1.4
26,-1,1.67,2.44,1.92
26,-1,3.29,5.82,0.53
27,-1,3.22,5.68,0.5
27,-1,1.75,2.66,1.9
28,-1,1.49,3.07,1.26
28,-1,3.18,5.53,0.5
29,-1,1.55,3.22,1.2
30,-1,1.61,3.36,1.14
31,-1,1.64,3.5,1.1
32,-1,1.65,3.64,1.02
33,-1,2.24,4.9,1.02
34,-1,2.19,4.79,0.97
35,-1,2.14,4.71,0.89
36,-1,2.52,4.7,0.41
37,-1,2.48,4.65,0.38
38,-1,2.21,4.33,1.23
39,-1,2.36,4.49,0.39
40,-1,2.15,4.63,0.35
41,-1,1.94,4.26,0.7
42,-1,1.71,5.0,0.56
43,-1,1.65,5.22,0.52
44,-1,1.61,5.42,0.49
45,-1,2.28,3.98,0.38
46,-1,1.94,3.77,0.96
47,-1,2.18,3.78,0.4
48,-1,2.16,3.71,0.44
49,-1,2.13,3.65,0.44
50,-1,1.6,6.52,0.5
50,-1,2.11,3.61,0.44
51,-1,2.09,3.56,0.44
52,-1,2.05,3.49,0.44
53,-1,2.04,3.44,0.43
54,-1,2.0,3.39,0.44
55,-1,1.97,3.33,0.46
56,-1,1.95,3.28,0.46
57,-1,1.92,3.23,0.47
58,-1,1.65,7.6,0.53
58,-1,1.9,3.17,0.48
59,-1,1.56,7.73,0.48
59,-1,1.89,3.12,0.49
60,-1,1.57,7.82,0.48
60,-1,1.89,3.08,0.47
61,-1,1.58,7.93,0.5
61,-1,1.87,3.04,0.49
62,-1,1.58,8.04,0.48
62,-1,1.84,2.99,0.49
63,-1,1.57,8.12,0.47
63,-1,1.84,2.96,0.5
64,-1,1.55,8.23,0.44
64,-1,1.82,2.91,0.51
65,-1,1.52,8.32,0.43
65,-1,1.8,2.87,0.51
66,-1,1.53,8.41,0.43
66,-1,1.8,2.83,0.52
67,-1,1.52,8.49,0.43
67,-1,1.8,2.78,0.52
68,-1,1.53,8.57,0.43
68,-1,1.78,2.74,0.53
69,-1,1.52,8.66,0.43
69,-1,1.77,2.71,0.54
70,-1,1.51,8.75,0.43
70,-1,1.72,2.69,0.54
71,-1,1.51,8.81,0.43
71,-1,1.6,2.78,0.56
72,-1,1.5,8.89,0.43
72,-1,1.53,2.99,0.59
73,-1,1.5,8.97,0.42
73,-1,1.55,3.24,0.59
74,-1,1.49,9.04,0.43
74,-1,1.57,3.45,0.61
75,-1,1.49,9.1,0.43
75,-1,1.6,3.63,0.6
76,-1,1.47,9.17,0.42
76,-1,1.64,3.76,0.59
77,-1,1.47,9.24,0.43
77,-1,1.68,3.88,0.59
78,-1,1.75,9.21,0.61
79,-1,1.71,4.07,0.59
80,-1,1.96,9.37,0.71
81,-1,2.08,9.51,0.79
82,-1,2.17,9.71,0.89
83,-1,1.25,4.33,1.13
84,-1,2.34,10.13,1.02
85,-1,2.41,10.29,1.09
86,-1,2.51,10.46,1.15
87,-1,2.58,10.61,1.2
88,-1,2.64,10.75,1.26
89,-1,2.71,10.91,1.31
90,-1,1.73,5.33,1.58
91,-1,1.79,5.49,1.62
92,-1,1.85,5.62,1.66
93,-1,1.92,5.76,1.71
94,-1,1.98,5.91,1.74
95,-1,2.02,6.12,1.77
96,-1,2.04,6.34,1.79
97,-1,2.1,6.56,1.82
98,-1,2.18,6.77,1.84
99,-1,2.28,6.97,1.89
100,-1,2.36,7.19,1.91
101,-1,2.43,7.4,1.93
102,-1,2.49,7.6,1.95
103,-1,2.55,7.82,1.96
104,-1,2.62,8.0,1.98
105,-1,2.72,8.19,2.0
106,-1,3.61,12.54,1.83
107,-1,3.82,12.44,1.9
108,-1,4.05,12.23,2.0
109,-1,4.18,11.98,2.07
110,-1,4.27,11.81,2.13
111,-1,4.42,11.7,2.22
112,-1,4.59,11.61,2.3
113,-1,4.78,11.54,2.39
114,-1,4.96,11.47,2.46
114,-1,4.09,10.0,1.54
115,-1,5.14,11.39,2.51
115,-1,4.18,10.19,1.58
116,-1,5.3,11.32,2.58
116,-1,4.26,10.37,1.63
117,-1,4.33,10.54,1.68
117,-1,5.44,11.23,2.63
118,-1,5.57,11.15,2.68
118,-1,4.39,10.7,1.73
119,-1,4.46,10.87,1.77
119,-1,5.71,11.07,2.74
120,-1,5.83,10.99,2.78
120,-1,4.52,11.02,1.81
121,-1,5.95,10.92,2.82
121,-1,4.59,11.17,1.84
122,-1,6.05,10.84,2.86
122,-1,4.65,11.31,1.86
123,-1,6.18,10.76,2.9
