frame,id,3d_x,3d_y,3d_z
1,3,2.52,3.28,2.88
1,2,4.96,9.66,1.47
2,3,2.43,3.17,2.79
2,2,4.85,9.52,1.41
3,3,2.34,3.1,2.71
3,2,4.78,9.37,1.34
4,3,2.27,3.02,2.63
4,2,4.74,9.22,1.28
5,3,2.21,2.94,2.58
5,2,4.69,9.05,1.23
6,3,2.12,2.86,2.5
6,2,4.65,8.89,1.19
7,3,2.04,2.79,2.43
7,2,4.6,8.74,1.16
8,3,1.97,2.73,2.37
8,2,4.55,8.59,1.11
9,3,1.92,2.68,2.31
9,2,4.5,8.44,1.07
10,3,1.84,2.6,2.24
10,2,4.44,8.32,1.06
11,3,1.78,2.54,2.2
11,2,4.35,8.19,1.04
12,3,1.73,2.48,2.15
12,2,4.25,8.1,1.03
13,3,1.67,2.43,2.1
13,2,4.18,7.97,1.0
14,3,1.62,2.37,2.05
14,2,4.15,7.82,0.96
15,3,1.57,2.31,1.99
15,2,4.13,7.62,0.9
16,3,1.52,2.27,1.94
16,2,4.08,7.44,0.84
17,3,1.47,2.22,1.9
17,2,3.99,7.25,0.8
18,3,1.42,2.18,1.86
18,2,3.88,7.1,0.75
19,3,1.37,2.13,1.83
19,2,3.78,6.95,0.72
20,3,1.32,2.09,1.79
20,2,3.69,6.77,0.69
21,3,1.29,2.03,1.75
21,2,3.6,6.59,0.66
22,3,1.24,1.99,1.71
22,2,3.55,6.4,0.65
23,3,1.19,2.01,1.61
23,2,3.48,6.25,0.61
24,3,1.13,2.14,1.52
24,2,3.42,6.12,0.58
25,3,1.14,2.41,1.4
25,2,3.35,5.96,0.57
26,3,1.67,2.44,1.92
26,2,3.29,5.82,0.53
27,3,1.75,2.66,1.9
27,2,3.22,5.68,0.5
28,3,1.49,3.07,1.26
28,2,3.18,5.53,0.5
29,3,1.55,3.22,1.2
30,3,1.61,3.36,1.14
31,3,1.64,3.5,1.1
32,3,1.65,3.64,1.02
33,2,2.24,4.9,1.02
34,2,2.19,4.79,0.97
35,2,2.14,4.71,0.89
36,2,2.52,4.7,0.41
37,2,2.48,4.65,0.38
38,2,2.21,4.33,1.23
39,2,2.36,4.49,0.39
40,2,2.15,4.63,0.35
41,2,1.94,4.26,0.7
42,3,1.71,5.0,0.56
43,3,1.65,5.22,0.52
44,3,1.61,5.42,0.49
45,2,2.28,3.98,0.38
46,2,1.94,3.77,0.96
47,2,2.18,3.78,0.4
48,2,2.16,3.71,0.44
49,2,2.13,3.65,0.44
50,3,1.6,6.52,0.5
50,2,2.11,3.61,0.44
51,2,2.09,3.56,0.44
52,2,2.05,3.49,0.44
53,2,2.04,3.44,0.43
54,2,2.0,3.39,0.44
55,2,1.97,3.33,0.46
56,2,1.95,3.28,0.46
57,2,1.92,3.23,0.47
58,3,1.65,7.6,0.53
58,2,1.9,3.17,0.48
59,3,1.56,7.73,0.48
59,2,1.89,3.12,0.49
60,3,1.57,7.82,0.48
60,2,1.89,3.08,0.47
61,3,1.58,7.93,0.5
61,2,1.87,3.04,0.49
62,3,1.58,8.04,0.48
62,2,1.84,2.99,0.49
63,3,1.57,8.12,0.47
63,2,1.84,2.96,0.5
64,3,1.55,8.23,0.44
64,2,1.82,2.91,0.51
65,3,1.52,8.32,0.43
65,2,1.8,2.87,0.51
