000001,1801.1317,1152.5278
000001,1789.4396,563.2573
000001,1621.5374,898.4112
000001,2019.6879,634.8645
000001,631.2975,612.5798
000001,1530.4937,810.4169
000001,1342.9659,571.3802
000001,866.2156,725.0993
000001,1873.9666,1188.2615
000002,1802.9326,1152.7969
000002,1621.3779,897.1207
000002,1795.3397,566.279
000002,625.4136,615.0695
000002,2007.8741,634.6927
000002,1871.6547,1185.559
000002,867.3891,728.2609
000002,1517.5308,802.0554
000002,1353.471,570.7342
000002,541.6491,591.5141
000003,1624.0332,893.1474
000003,1807.7213,1152.6631
000003,1506.9122,793.0615
000003,1869.7673,1184.612
000003,1796.7566,567.4297
000003,1994.803,635.5895
000003,866.1804,728.992
000003,620.5356,615.7946
000003,1361.3829,569.2354
000004,1621.6348,888.779
000004,1868.4829,1184.0086
000004,1811.5042,1153.0811
000004,1991.9313,637.0396
000004,1802.4999,567.3993
000004,1497.6753,786.1562
000004,869.0548,730.059
000004,1370.3385,569.3722
000004,614.5029,616.1122
000005,1486.8836,777.0909
000005,1864.4513,1182.0964
000005,1989.7168,638.3848
000005,1382.3335,569.2005
000005,870.7177,733.061
000005,611.0526,618.4941
000005,1814.1028,1153.1982
000005,1803.6275,568.5727
000005,1614.0825,881.0786
000005,561.9318,592.3835
000006,1474.0396,770.8011
000006,604.8821,618.6157
000006,1595.8846,875.2966
000006,1862.0393,1180.9169
000006,1818.0236,1151.0443
000006,1390.4617,568.7278
000006,870.8043,733.5885
000006,1808.5001,568.8722
000006,1988.9434,639.4397
000006,573.6076,596.6274
000007,1581.429,875.9426
000007,600.0987,619.821
000007,1461.8446,763.2665
000007,1398.7711,568.6852
000007,1817.6126,1148.8662
000007,1988.427,642.583
000007,1810.6119,570.9591
000007,866.8483,733.9852
000007,1857.2857,1181.7058
000007,578.894,597.7202
000008,596.835,621.5189
000008,1447.9244,752.9487
000008,1570.6238,874.3694
000008,1406.0692,568.6746
000008,1818.1399,1147.4951
000008,1856.3636,1180.1584
000008,1988.6568,642.6575
000008,583.4232,599.713
000008,1814.53,571.0959
000008,869.5848,734.8273
000009,1566.7976,868.9703
000009,1818.9375,1146.7473
000009,1433.1416,746.1163
000009,1414.0487,568.8402
000009,593.647,621.0066
000009,1855.6741,1178.7083
000009,1987.7699,642.5162
000009,1819.2864,571.6978
000009,875.731,737.9357
000009,587.3007,605.3582
000010,1819.8758,1145.2638
000010,1558.472,864.839
000010,588.431,621.6633
000010,1421.025,738.9556
000010,1823.3369,572.8834
000010,1423.172,569.2962
000010,878.1375,739.4192
000010,1987.4157,642.2517
000010,1859.5597,1170.5657
000011,1552.5097,861.7792
000011,585.1808,622.402
000011,1408.3324,731.6034
000011,1826.2843,573.3698
000011,1821.9417,1144.7439
000011,1430.8108,568.7734
000011,878.4241,739.2763
000011,1861.0469,1168.313
