000001,974.792,1356.9633
000001,879.1488,586.9115
000001,846.3141,896.8988
000001,863.6819,476.4592
000002,877.4588,587.515
000002,976.3225,1355.2487
000002,846.544,892.845
000002,864.0767,472.3552
000003,875.7012,588.655
000003,979.1103,1355.2062
000003,865.1989,467.9837
000003,846.8847,887.7058
000004,978.9697,1356.1075
000004,874.6412,589.9758
000004,865.764,463.4404
000004,847.0821,882.5682
000005,976.9282,1356.6365
000005,866.5428,459.499
000005,874.0301,590.4121
000005,846.3385,879.7258
000006,866.2264,457.3285
000006,974.3431,1356.4997
000006,873.4488,591.4092
000006,846.1816,876.1873
000007,969.2109,1358.7599
000007,865.8181,453.9586
000007,873.1595,592.1829
000007,845.9734,872.3873
000008,965.8958,1357.4132
000008,871.1125,591.6539
000008,846.2898,868.9278
000008,867.2728,450.4809
000009,964.287,1356.3234
000009,868.4004,448.5444
000009,866.7483,586.7474
000009,847.0172,863.7734
000010,868.9628,445.5652
000010,963.062,1355.6819
000010,866.5076,576.9099
000010,847.0713,859.9628
000011,869.9065,441.5554
000011,962.0697,1355.7777
000011,871.1017,567.5391
000011,846.59,856.821
000012,869.5009,437.681
000012,961.1422,1355.4752
000012,876.5908,560.6763
000012,845.6976,853.3751
000012,913.7032,563.3014
000013,869.0277,434.0618
000013,920.3388,561.4029
000013,959.2629,1354.8322
000013,845.8328,850.8778
000013,878.8135,554.2741
000014,869.5848,431.2574
000014,924.5165,559.9923
000014,957.8028,1352.3151
000014,845.8464,848.2907
000015,953.6494,1350.2753
000015,869.2522,429.058
000015,846.2817,844.1426
000015,927.5504,559.927
000015,880.4792,540.8358
000016,949.634,1351.239
000016,846.9198,840.4764
000016,931.3549,556.282
000016,871.0503,426.3889
000016,882.2152,537.469
000017,944.7749,1352.2224
000017,934.4051,553.4563
000017,871.2504,424.1013
000017,846.8712,837.3315
000018,940.3187,1351.4259
000018,936.7602,550.9088
000018,871.7642,420.3621
000018,884.1161,530.7749
000018,846.6521,833.4251
000019,939.2641,1350.2175
000019,872.8431,416.971
000019,939.4399,546.8838
000019,886.0143,527.9416
000020,936.3006,1349.5852
000020,943.1417,543.6918
000020,871.5398,412.8426
000020,845.895,828.7572
000021,934.3456,1347.6715
000021,946.8056,542.4409
000021,871.1666,410.2206
000021,845.6949,826.5274
000022,933.437,1345.656
000022,949.3041,539.5438
000022,871.0341,407.9543
000022,844.4295,824.3431
000023,951.6539,537.1042
000023,870.834,406.0969
000023,929.7677,1345.0024
000023,844.3862,821.7226
000023,885.5708,517.595
000024,924.6193,1344.4248
000024,954.85,535.0446
000024,885.003,513.3815
000024,844.3078,818.3422
000024,869.2738,404.7927
000025,921.2636,1347.895
000025,957.865,532.5153
000025,884.1593,508.9446
000025,844.0184,815.7612
000025,871.6263,402.6982
000026,917.1671,1348.3844
000026,960.8204,530.1152
000026,871.9508,401.4016
000026,843.1369,812.2561
000026,883.8511,504.5336
000027,914.3495,1346.4449
000027,965.0657,528.4447
000027,871.967,398.3373
000027,842.926,810.7938
000027,883.8024,500.9282
000028,908.2547,1345.5466
000028,872.3969,396.1698
000028,967.7724,525.885
000028,842.7557,808.7707
000028,886.0116,496.7816
000029,905.4831,1344.1694
000029,872.2834,393.2742
000029,843.3857,806.2734
000029,972.6072,523.1992
000029,886.5497,494.2082
000030,903.2036,1343.797
000030,871.4019,389.9621
000030,974.719,520.5149
000030,888.7994,489.3108
000030,845.7977,803.3686
000031,908.7522,1343.2012
000031,850.4783,800.2618
000031,977.2067,518.6696
000031,871.072,388.0758
000031,888.3532,486.6219
000032,920.7499,1343.7028
000032,855.2292,796.632
000032,980.0026,514.7054
000032,870.9665,385.5541
000032,885.9629,484.2386
000033,982.7688,513.4438
000033,858.8174,791.9626
000033,930.8655,1344.8276
000033,870.1499,383.2254
000033,883.6185,479.8898
000034,936.7927,1345.3672
000034,985.2348,512.8176
000034,858.4984,785.9327
000034,870.1715,381.6842
000034,883.3049,476.4106
000035,943.3472,1344.7638
000035,987.9253,511.1836
000035,859.8341,780.0518
000035,888.4073,469.9217
000035,870.085,380.8634
000036,949.4907,1345.6636
000036,860.0613,771.6143
000036,991.7082,509.3642
000036,892.3524,465.6186
000036,871.218,378.5089
000037,954.7175,1345.3596
000037,994.0796,508.2074
000037,860.6372,765.0753
000037,897.1385,459.5355
000037,871.4776,376.9722
000038,958.3733,1344.9674
000038,996.7133,507.6298
000038,900.2454,455.6732
000038,871.7344,374.6739
000038,861.8594,760.7813
000039,961.6506,1343.7636
000039,998.2898,506.0217
000039,865.2935,753.5035
000039,871.7155,372.169
000039,901.7867,452.1331
000040,964.7629,1343.829
000040,1000.772,503.6505
000040,906.973,448.3225
000040,871.5803,370.1732
000040,865.8046,747.4494
000041,967.7156,1343.9247
000041,908.3088,444.6517
000041,872.0887,367.0466
000041,867.8948,742.4258
000041,1001.0911,500.5892
000042,871.6668,365.3214
000042,970.3358,1342.9443
000042,911.2994,440.5948
000042,1004.7577,497.759
000043,870.8205,363.7497
000043,972.8316,1341.0322
000043,1008.9624,495.9532
000043,913.0083,438.3604
000043,872.5997,731.389
000044,973.3102,1339.8177
000044,870.6204,361.2797
000044,1010.5767,493.9514
000044,914.1278,434.0664
000044,874.3492,725.1844
000045,974.0619,1337.8037
000045,874.5953,719.6075
000045,871.8994,359.4906
000045,916.5316,429.967
