1.0,17,2.95,28.9,0.91,801.029169930399,1395.0764825423648,-1,-1,-1,-1,-1,622.7879255281,611.9171766808807,-1,-1,-1,-1,-1
1.0,18,13.74,26.32,0.39,1289.8549126080982,1293.0027988969018,-1,-1,-1,-1,-1,1344.812966674051,572.8616973868577,-1,-1,-1,-1,-1
1.0,19,5.54,25.26,2.93,942.3515303655784,1217.3279709330823,-1,-1,-1,-1,-1,861.8675760594153,724.3003856096549,-1,-1,-1,-1,-1
1.0,20,20.48,28.97,0.22,1604.9440001742032,1426.381554992524,-1,-1,-1,-1,-1,1797.2160340396108,562.2925560806815,-1,-1,-1,-1,-1
1.0,21,24.12,28.78,1.29,1769.1001990149005,1408.312304440163,-1,-1,-1,-1,-1,2032.4097614878397,633.2389957291655,-1,-1,-1,-1,-1
1.0,22,1.46,28.9,0.63,730.7403043436509,1396.4382505156818,-1,-1,-1,-1,-1,520.7054193304239,593.4952361287815,-1,-1,-1,-1,-1
1.0,23,18.14,28.53,5.48,1484.977691059378,1346.8459131121679,-1,-1,-1,-1,-1,1627.0150738111938,901.094209345591,-1,-1,-1,-1,-1
1.0,24,21.05,28.76,9.57,1591.9932903165525,1322.164022528648,-1,-1,-1,-1,-1,1805.2750235886128,1153.5544086372117,-1,-1,-1,-1,-1
2.0,17,2.87,28.92,0.95,797.9562142095956,1395.4604972418697,-1,-1,-1,-1,-1,617.1333219463137,614.6649381930235,-1,-1,-1,-1,-1
2.0,18,13.91,26.39,0.38,1297.6579169334168,1296.5219429577428,-1,-1,-1,-1,-1,1355.2942495104567,572.2615845585758,-1,-1,-1,-1,-1
2.0,19,5.53,25.2,2.97,942.3925386197238,1214.4401630640423,-1,-1,-1,-1,-1,862.2354700200788,726.3343168245709,-1,-1,-1,-1,-1
2.0,20,20.52,28.95,0.24,1606.7489663366273,1425.225230414771,-1,-1,-1,-1,-1,1799.5337934671113,563.6316064606873,-1,-1,-1,-1,-1
2.0,21,23.85,28.76,1.31,1756.371338077884,1406.8672969243644,-1,-1,-1,-1,-1,2013.9922511879236,634.5302932251841,-1,-1,-1,-1,-1
2.0,22,1.63,28.88,0.66,738.7887850285969,1395.3877550551606,-1,-1,-1,-1,-1,532.8902661567404,595.4408794875164,-1,-1,-1,-1,-1
2.0,23,18.12,28.46,5.47,1484.1667154822308,1343.9626559192761,-1,-1,-1,-1,-1,1625.118863586338,899.6973490067709,-1,-1,-1,-1,-1
2.0,24,21.11,28.76,9.57,1594.3332625666853,1322.2169428822676,-1,-1,-1,-1,-1,1809.0401694331404,1153.549595184671,-1,-1,-1,-1,-1
2.0,25,16.48,28.96,3.89,1415.4501017016255,1379.7283806924004,-1,-1,-1,-1,-1,1525.0819203360213,804.8849669216808,-1,-1,-1,-1,-1
2.0,26,22.13,28.98,10.05,1632.1236168636096,1327.6711265937238,-1,-1,-1,-1,-1,1875.0965480117557,1186.2033863824463,-1,-1,-1,-1,-1
3.0,17,2.8,28.94,0.97,795.0708807141395,1396.075260118221,-1,-1,-1,-1,-1,612.045540971835,616.0690454093988,-1,-1,-1,-1,-1
3.0,18,14.07,26.44,0.36,1304.9947133249398,1299.1979238749695,-1,-1,-1,-1,-1,1365.1891213774627,571.0266415668924,-1,-1,-1,-1,-1
3.0,19,5.55,25.14,3.03,943.9106273912505,1211.4438405429971,-1,-1,-1,-1,-1,864.4357897282925,729.5137382429112,-1,-1,-1,-1,-1
3.0,20,20.59,28.94,0.29,1609.833381567449,1424.2053216757504,-1,-1,-1,-1,-1,1803.9236935721942,566.9937313888971,-1,-1,-1,-1,-1
3.0,21,23.69,28.75,1.33,1748.775385255455,1406.0030118917953,-1,-1,-1,-1,-1,2003.0969510763043,635.8388080377781,-1,-1,-1,-1,-1
3.0,22,1.8,28.9,0.67,746.4812539063086,1396.3930990142649,-1,-1,-1,-1,-1,543.9146852661065,596.0950839891907,-1,-1,-1,-1,-1
3.0,23,18.15,28.39,5.42,1485.5220981049065,1341.503651835807,-1,-1,-1,-1,-1,1626.473611900212,895.8182223138133,-1,-1,-1,-1,-1
3.0,24,21.15,28.78,9.56,1595.9310453803312,1323.119860507299,-1,-1,-1,-1,-1,1811.8607881639646,1153.3122132660112,-1,-1,-1,-1,-1
3.0,25,16.33,28.91,3.78,1408.97182063859,1378.5541762415737,-1,-1,-1,-1,-1,1515.0846922011583,797.4181640273903,-1,-1,-1,-1,-1
3.0,26,22.11,28.98,10.03,1631.4338235944615,1327.8218829652524,-1,-1,-1,-1,-1,1873.898657041847,1185.0111743133543,-1,-1,-1,-1,-1
4.0,17,2.72,28.96,0.99,791.7434555418323,1396.6782350698006,-1,-1,-1,-1,-1,606.278081142676,617.4775259636176,-1,-1,-1,-1,-1
4.0,18,14.22,26.52,0.36,1311.90509123113,1303.0754315941626,-1,-1,-1,-1,-1,1374.5304623421246,571.0522299773208,-1,-1,-1,-1,-1
4.0,19,5.53,25.09,3.06,943.4133844581211,1209.060632493586,-1,-1,-1,-1,-1,864.0376863396126,731.0043673082837,-1,-1,-1,-1,-1
4.0,20,20.65,28.92,0.3,1612.6262944568325,1423.196255971668,-1,-1,-1,-1,-1,1807.6014727593988,567.650604624434,-1,-1,-1,-1,-1
4.0,21,23.61,28.77,1.36,1744.8368604385803,1406.5005700686615,-1,-1,-1,-1,-1,1998.1002480256907,637.884597246228,-1,-1,-1,-1,-1
4.0,22,1.92,28.92,0.68,751.9437902163166,1397.3404674408039,-1,-1,-1,-1,-1,551.5685486966067,596.7644206717237,-1,-1,-1,-1,-1
4.0,23,18.15,28.37,5.33,1485.672087687637,1341.5095468745963,-1,-1,-1,-1,-1,1626.4341416201487,890.0147520615337,-1,-1,-1,-1,-1
4.0,24,21.19,28.82,9.55,1597.5312218189476,1324.8071851929342,-1,-1,-1,-1,-1,1814.9710077014279,1153.437497184468,-1,-1,-1,-1,-1
4.0,25,16.16,28.77,3.65,1401.6282346433784,1373.6179033859453,-1,-1,-1,-1,-1,1503.3343563969415,787.9800669898739,-1,-1,-1,-1,-1
4.0,26,22.07,28.98,10.0,1630.0103784366756,1328.0392625326976,-1,-1,-1,-1,-1,1871.4713358192957,1183.2231861690843,-1,-1,-1,-1,-1
5.0,17,2.64,28.94,0.99,788.2179368511518,1395.6738829285164,-1,-1,-1,-1,-1,601.3604514442377,617.4571399217032,-1,-1,-1,-1,-1
5.0,18,14.38,26.58,0.35,1319.2753508777957,1306.1286882928548,-1,-1,-1,-1,-1,1384.5120141812313,570.4402976206476,-1,-1,-1,-1,-1
5.0,19,5.55,25.03,3.08,944.5381102938486,1206.3486688076966,-1,-1,-1,-1,-1,866.1111616876883,731.8429106793765,-1,-1,-1,-1,-1
5.0,20,20.71,28.92,0.3,1615.4653175343533,1423.2598284820401,-1,-1,-1,-1,-1,1811.6180611636335,567.6434695330877,-1,-1,-1,-1,-1
5.0,21,23.57,28.8,1.38,1742.8376082042546,1407.620353142993,-1,-1,-1,-1,-1,1996.0033446672423,639.2957450613775,-1,-1,-1,-1,-1
5.0,22,2.04,28.92,0.66,757.0213263852881,1397.7001512778556,-1,-1,-1,-1,-1,559.5684262989612,595.3823042741408,-1,-1,-1,-1,-1
5.0,23,18.07,28.25,5.25,1482.4492922005047,1337.1017818404914,-1,-1,-1,-1,-1,1620.4016250154086,883.7874492191478,-1,-1,-1,-1,-1
5.0,24,21.24,28.85,9.54,1599.522032285581,1326.1123441969735,-1,-1,-1,-1,-1,1818.5740273440688,1153.3800519559068,-1,-1,-1,-1,-1
5.0,25,16.02,28.61,3.54,1395.5717720878192,1367.6025697071977,-1,-1,-1,-1,-1,1493.50113107821,779.7369913907004,-1,-1,-1,-1,-1
5.0,26,21.99,28.99,9.97,1627.0348586289633,1328.6105036058448,-1,-1,-1,-1,-1,1866.6804658134574,1181.626896331758,-1,-1,-1,-1,-1
6.0,17,2.56,28.91,1.01,784.9761940558351,1393.994596682589,-1,-1,-1,-1,-1,596.7944066140899,618.7572475161462,-1,-1,-1,-1,-1
6.0,18,14.53,26.65,0.36,1326.220755166205,1309.44693684004,-1,-1,-1,-1,-1,1393.9253073140524,571.084519699393,-1,-1,-1,-1,-1
6.0,19,5.55,24.97,3.12,945.0036841422434,1203.4892626816795,-1,-1,-1,-1,-1,867.0564298364409,733.8430876183639,-1,-1,-1,-1,-1
6.0,20,20.75,28.92,0.31,1617.3101195985419,1423.178752598848,-1,-1,-1,-1,-1,1814.2656558396402,568.3128171056798,-1,-1,-1,-1,-1
6.0,21,23.55,28.83,1.39,1741.8426623975954,1408.8771085798512,-1,-1,-1,-1,-1,1995.2714718545767,640.0451781287602,-1,-1,-1,-1,-1
6.0,22,2.72,28.79,0.49,785.3537238387662,1394.384552607334,-1,-1,-1,-1,-1,607.7279823548878,583.5868763346821,-1,-1,-1,-1,-1
6.0,23,17.86,28.18,5.11,1473.797923948048,1335.251177921932,-1,-1,-1,-1,-1,1606.6995392411532,874.4189990417519,-1,-1,-1,-1,-1
6.0,24,21.28,28.87,9.52,1601.159862674902,1327.1021573007267,-1,-1,-1,-1,-1,1821.4361934095814,1152.5423647251296,-1,-1,-1,-1,-1
6.0,25,15.83,28.55,3.44,1387.2719562405507,1365.8140983945013,-1,-1,-1,-1,-1,1480.9796065061837,772.9341834359477,-1,-1,-1,-1,-1
6.0,26,21.99,28.99,9.97,1627.0348586289633,1328.6105036058448,-1,-1,-1,-1,-1,1866.6804658134574,1181.626896331758,-1,-1,-1,-1,-1
7.0,17,2.48,28.89,1.03,781.7221932326503,1392.7735384957082,-1,-1,-1,-1,-1,591.994991623981,620.076943089659,-1,-1,-1,-1,-1
7.0,18,14.66,26.7,0.36,1332.2319187680487,1311.9100155196047,-1,-1,-1,-1,-1,1402.097014952265,571.0955528577209,-1,-1,-1,-1,-1
7.0,19,5.56,24.91,3.19,946.1851545604283,1200.4434452776195,-1,-1,-1,-1,-1,868.6706161245537,737.5637855282675,-1,-1,-1,-1,-1
7.0,20,20.8,28.93,0.33,1619.5786439793467,1423.4592421082216,-1,-1,-1,-1,-1,1817.7109214405634,569.660768911817,-1,-1,-1,-1,-1
7.0,21,23.54,28.83,1.41,1741.2294438405004,1408.632281303632,-1,-1,-1,-1,-1,1994.5247703316213,641.3709001307042,-1,-1,-1,-1,-1
7.0,22,2.652,28.803,0.507,782.5097655663869,1394.7168248837843,-1,-1,-1,-1,-1,602.9253028872304,584.7625458177272,-1,-1,-1,-1,-1
7.0,23,17.36,28.34,5.04,1452.6836426813709,1342.2656534187709,-1,-1,-1,-1,-1,1576.3288456286975,871.7752284198806,-1,-1,-1,-1,-1
