frame,id,3d_x,3d_y,3d_z
1.0,1,18.3,28.71,8.86
1.0,2,19.61,28.35,7.92
2.0,1,18.18,28.71,8.86
2.0,2,19.68,28.38,7.91
3.0,1,18.06,28.72,8.86
3.0,2,19.74,28.42,7.89
4.0,1,17.94,28.72,8.85
4.0,2,19.83,28.44,7.88
5.0,1,17.82,28.74,8.84
5.0,2,19.88,28.47,7.89
6.0,1,17.71,28.76,8.84
6.0,2,19.95,28.49,7.89
7.0,1,17.61,28.8,8.8
7.0,2,20.02,28.5,7.9
8.0,1,17.53,28.82,8.75
8.0,2,20.08,28.49,7.92
9.0,1,17.45,28.85,8.71
9.0,2,20.17,28.47,7.93
10.0,1,17.37,28.86,8.66
10.0,2,20.27,28.45,7.95
11.0,1,17.28,28.84,8.61
11.0,2,20.36,28.42,7.96
12.0,1,17.18,28.82,8.57
12.0,2,20.46,28.42,7.98
13.0,1,17.06,28.79,8.51
13.0,2,20.54,28.43,8.0
14.0,1,16.98,28.81,8.43
14.0,2,20.62,28.45,8.03
15.0,1,16.94,28.86,8.34
15.0,2,20.7,28.49,8.07
16.0,1,16.96,28.97,8.27
16.0,2,20.78,28.51,8.1
17.0,1,16.99,28.98,8.22
17.0,2,20.85,28.55,8.13
18.0,1,17.1,28.95,8.17
18.0,2,20.93,28.57,8.16
19.0,1,17.34,28.88,8.15
19.0,2,21.0,28.59,8.2
20.0,1,17.61,28.85,8.11
20.0,2,21.07,28.62,8.25
21.0,1,17.78,28.85,8.07
21.0,2,21.13,28.64,8.27
22.0,1,17.94,28.87,8.04
22.0,2,21.2,28.66,8.32
23.0,1,18.05,28.92,8.03
23.0,2,21.25,28.67,8.35
24.0,1,18.15,28.92,8.05
24.0,2,21.32,28.69,8.39
25.0,1,18.21,28.92,8.04
25.0,2,21.38,28.71,8.42
26.0,1,18.27,28.92,8.04
26.0,2,21.44,28.73,8.46
27.0,1,18.33,28.93,8.04
27.0,2,21.48,28.75,8.49
28.0,1,18.38,28.93,8.05
28.0,2,21.54,28.76,8.53
29.0,1,18.42,28.91,8.06
29.0,2,21.6,28.78,8.56
30.0,1,18.48,28.86,8.1
30.0,2,21.66,28.81,8.59
31.0,1,18.54,28.83,8.14
31.0,2,21.71,28.84,8.64
32.0,1,18.63,28.8,8.17
32.0,2,21.67,28.93,8.65
33.0,1,18.7,28.8,8.17
33.0,2,21.59,28.96,8.74
34.0,1,18.76,28.82,8.21
34.0,2,21.48,28.95,8.86
35.0,1,18.8,28.85,8.24
35.0,2,21.3,28.95,8.97
36.0,1,18.85,28.9,8.26
36.0,2,21.09,28.92,9.07
37.0,1,18.9,28.92,8.31
37.0,2,20.9,28.88,9.13
38.0,1,18.96,28.92,8.37
38.0,2,20.75,28.85,9.16
39.0,1,19.0,28.92,8.44
39.0,2,20.62,28.83,9.17
40.0,1,19.03,28.93,8.51
40.0,2,20.54,28.83,9.19
41.0,1,19.07,28.93,8.58
41.0,2,20.46,28.82,9.2
42.0,1,19.1,28.94,8.63
42.0,2,20.4,28.83,9.22
43.0,1,19.14,28.95,8.66
43.0,2,20.35,28.84,9.24
44.0,1,19.17,28.95,8.69
44.0,2,20.3,28.87,9.26
45.0,1,19.21,28.95,8.72
45.0,2,20.26,28.9,9.28
46.0,1,19.26,28.95,8.76
46.0,2,20.21,28.94,9.29
47.0,1,19.32,28.94,8.79
47.0,2,20.17,28.97,9.31
48.0,1,19.39,28.94,8.82
48.0,2,20.17,28.97,9.31
49.0,1,19.39,28.94,8.82
49.0,2,20.0575,28.82,9.4225
50.0,1,19.46,28.92,8.915
50.0,2,19.945,28.67,9.535
51.0,1,19.53,28.9,9.01
51.0,2,19.8325,28.52,9.6475
52.0,1,19.53,28.9,9.01
52.0,2,19.72,28.37,9.76
53.0,1,19.53,28.9,9.01
53.0,2,19.72,28.37,9.76
54.0,1,19.545714285714286,28.905714285714286,9.087142857142856
54.0,2,19.67,28.32,9.81
55.0,1,19.56142857142857,28.91142857142857,9.164285714285715
55.0,2,19.6,28.29,9.87
56.0,1,19.577142857142857,28.917142857142856,9.241428571428571
56.0,2,19.48,28.24,9.94
57.0,1,19.592857142857145,28.922857142857143,9.31857142857143
57.0,2,19.34,28.26,9.99
58.0,1,19.60857142857143,28.92857142857143,9.395714285714286
58.0,2,19.26,28.29,10.03
59.0,1,19.624285714285715,28.934285714285714,9.472857142857144
59.0,2,19.09,28.42,10.04
60.0,1,19.64,28.94,9.55
60.0,2,19.22,28.99,9.88
61.0,1,19.64,28.94,9.55
61.0,2,18.91,28.43,10.11
62.0,1,19.78,28.96,9.74
62.0,2,18.84,28.45,10.15
63.0,1,19.96,28.96,9.85
63.0,2,18.76,28.46,10.2
64.0,1,20.11,28.95,9.95
64.0,2,18.7,28.46,10.24
65.0,1,20.25,28.97,10.02
65.0,2,18.63,28.46,10.3
66.0,1,20.36,28.96,10.09
66.0,2,18.58,28.46,10.34
67.0,1,20.48,28.95,10.17
67.0,2,18.53,28.47,10.42
68.0,1,20.6,28.93,10.28
68.0,2,18.48,28.48,10.46
69.0,1,20.75,28.91,10.35
69.0,2,18.5,28.55,10.49
70.0,1,20.89,28.88,10.4
70.0,2,18.62,28.67,10.57
71.0,1,21.02,28.87,10.43
71.0,2,18.79,28.78,10.67
72.0,1,21.18,28.88,10.45
72.0,2,18.97,28.79,10.77
73.0,1,21.3,28.9,10.48
73.0,2,19.14,28.81,10.86
74.0,1,21.41,28.93,10.5
74.0,2,19.26,28.84,10.93
75.0,1,21.53,28.96,10.54
75.0,2,19.35,28.84,11.0
76.0,1,21.66,28.95,10.59
76.0,2,19.42,28.86,11.05
77.0,1,21.78,28.92,10.63
77.0,2,19.47,28.86,11.11
78.0,1,21.91,28.89,10.67
78.0,2,19.51,28.86,11.15
79.0,1,22.01,28.87,10.69
79.0,2,19.53,28.89,11.19
80.0,1,22.12,28.86,10.7
80.0,2,19.57,28.91,11.23
81.0,1,22.21,28.87,10.7
81.0,2,19.59,28.93,11.26
82.0,1,22.29,28.9,10.68
82.0,2,19.62,28.91,11.3
83.0,1,22.37,28.94,10.69
83.0,2,19.74,28.83,11.37
84.0,1,22.45,28.95,10.7
84.0,2,19.87,28.71,11.45
85.0,1,22.5,28.94,10.68
85.0,2,19.95,28.64,11.52
86.0,1,22.57,28.91,10.67
86.0,2,20.04,28.59,11.57
87.0,1,22.66,28.86,10.66
87.0,2,20.12,28.54,11.6
88.0,1,22.77,28.8,10.64
88.0,2,20.23,28.55,11.62
89.0,1,22.89,28.74,10.63
89.0,2,20.3,28.58,11.64
90.0,1,23.01,28.7,10.6
90.0,2,20.39,28.62,11.63
91.0,1,23.11,28.68,10.56
91.0,2,20.48,28.67,11.64
92.0,1,23.21,28.68,10.51
92.0,2,20.57,28.74,11.65
93.0,1,23.29,28.7,10.46
93.0,2,20.67,28.78,11.64
94.0,1,23.38,28.73,10.43
94.0,2,20.76,28.82,11.63
95.0,1,23.45,28.76,10.41
95.0,2,20.86,28.85,11.63
96.0,1,23.51,28.79,10.38
96.0,2,20.98,28.87,11.62
97.0,1,23.56,28.85,10.35
97.0,2,21.08,28.89,11.62
98.0,1,23.58,28.9,10.3
98.0,2,21.17,28.89,11.62
99.0,1,23.61,28.93,10.26
99.0,2,21.27,28.91,11.63
100.0,1,23.64,28.92,10.23
100.0,2,21.35,28.94,11.6
101.0,1,23.67,28.91,10.18
101.0,2,21.42,28.96,11.59
102.0,1,23.72,28.89,10.12
102.0,2,21.51,28.96,11.55
103.0,1,23.79,28.88,10.08
103.0,2,21.59,28.94,11.52
104.0,1,23.84,28.88,10.06
104.0,2,21.69,28.87,11.47
105.0,1,23.91,28.89,10.01
105.0,2,21.81,28.82,11.44
106.0,1,23.97,28.9,9.98
106.0,2,21.91,28.79,11.41
107.0,1,24.03,28.91,9.95
107.0,2,22.01,28.78,11.38
108.0,1,24.06,28.91,9.93
108.0,2,22.1,28.78,11.36
109.0,1,24.06,28.91,9.9
109.0,2,22.2,28.79,11.32
110.0,1,24.03,28.9,9.87
110.0,2,22.28,28.81,11.27
111.0,1,23.92,28.9,9.84
111.0,2,22.36,28.84,11.23
112.0,1,23.72,28.88,9.83
112.0,2,22.45,28.86,11.16
113.0,1,23.45,28.83,9.83
113.0,2,22.52,28.89,11.09
114.0,1,23.24,28.79,9.8
114.0,2,23.1,28.93,10.85
115.0,1,23.02,28.76,9.75
115.0,2,22.955,28.919999999999998,10.91
116.0,1,22.86,28.78,9.74
116.0,2,22.810000000000002,28.91,10.969999999999999
117.0,1,22.74,28.76,9.73
117.0,2,22.665000000000003,28.900000000000002,11.03
118.0,1,22.63,28.77,9.74
118.0,2,22.52,28.89,11.09
119.0,1,22.63,28.77,9.74
119.0,2,23.1,28.93,10.85
120.0,1,22.43,28.86,9.79
120.0,2,23.17,28.93,10.84
121.0,1,22.37,28.87,9.83
121.0,2,23.24,28.94,10.82
122.0,1,22.3,28.89,9.86
122.0,2,23.33,28.94,10.82
123.0,1,22.23,28.87,9.91
123.0,2,23.4,28.95,10.8
124.0,1,22.13,28.85,9.95
124.0,2,23.48,28.96,10.79
125.0,1,22.03,28.81,9.95
125.0,2,23.57,28.93,10.79
126.0,1,21.92,28.78,9.94
126.0,2,23.65,28.91,10.79
127.0,1,21.81,28.79,9.95
