frame,id,3d_x,3d_y,3d_z
1,-1,18.3,28.71,8.86
1,-1,19.61,28.35,7.92
2,-1,18.18,28.71,8.86
2,-1,19.68,28.38,7.91
3,-1,18.06,28.72,8.86
3,-1,19.74,28.42,7.89
4,-1,17.94,28.72,8.85
4,-1,19.83,28.44,7.88
5,-1,17.82,28.74,8.84
5,-1,19.88,28.47,7.89
6,-1,19.95,28.49,7.89
6,-1,17.71,28.76,8.84
7,-1,20.02,28.5,7.9
7,-1,17.61,28.8,8.8
8,-1,20.08,28.49,7.92
8,-1,17.53,28.82,8.75
9,-1,20.17,28.47,7.93
9,-1,17.45,28.85,8.71
10,-1,20.27,28.45,7.95
10,-1,17.37,28.86,8.66
11,-1,20.36,28.42,7.96
11,-1,17.28,28.84,8.61
12,-1,20.46,28.42,7.98
12,-1,17.18,28.82,8.57
13,-1,20.54,28.43,8.0
13,-1,17.06,28.79,8.51
14,-1,20.62,28.45,8.03
14,-1,16.98,28.81,8.43
15,-1,20.7,28.49,8.07
15,-1,16.94,28.86,8.34
16,-1,20.78,28.51,8.1
16,-1,16.96,28.97,8.27
17,-1,20.85,28.55,8.13
17,-1,16.99,28.98,8.22
18,-1,20.93,28.57,8.16
18,-1,17.1,28.95,8.17
19,-1,21.0,28.59,8.2
19,-1,17.34,28.88,8.15
20,-1,21.07,28.62,8.25
20,-1,17.61,28.85,8.11
21,-1,21.13,28.64,8.27
21,-1,17.78,28.85,8.07
22,-1,21.2,28.66,8.32
22,-1,17.94,28.87,8.04
23,-1,21.25,28.67,8.35
23,-1,18.05,28.92,8.03
24,-1,21.32,28.69,8.39
24,-1,18.15,28.92,8.05
25,-1,21.38,28.71,8.42
25,-1,18.21,28.92,8.04
26,-1,21.44,28.73,8.46
26,-1,18.27,28.92,8.04
27,-1,21.48,28.75,8.49
27,-1,18.33,28.93,8.04
28,-1,21.54,28.76,8.53
28,-1,18.38,28.93,8.05
29,-1,21.6,28.78,8.56
29,-1,18.42,28.91,8.06
30,-1,21.66,28.81,8.59
