Filename,Object ID,Annotation tag,Upper left corner X,Upper left corner Y,Lower right corner X,Lower right corner Y,Confidence,Frame
000001.png,-1,zebrafish,825.7120056152344,850.4118347167969,868.7785339355469,893.525146484375,0.8865415453910828,1
000001.png,-1,zebrafish,843.9492492675781,960.9349975585938,886.85888671875,1004.0156860351562,0.8739964365959167,1
000001.png,-1,zebrafish,753.9588623046875,910.2788696289062,797.1958618164062,953.5494384765625,0.8336503505706787,1
000001.png,-1,zebrafish,875.0473022460938,830.1209411621094,919.2976684570312,873.8948059082031,0.8302667737007141,1
000001.png,-1,zebrafish,866.7255859375,909.4611206054688,910.7376098632812,953.3118286132812,0.7246847152709961,1
000002.png,-1,zebrafish,829.7291259765625,851.3044128417969,873.6742858886719,895.3172912597656,0.8826906085014343,2
000002.png,-1,zebrafish,842.5006713867188,961.9967651367188,885.723876953125,1005.36572265625,0.872158408164978,2
000002.png,-1,zebrafish,754.4329528808594,911.3281555175781,798.0580139160156,954.9564208984375,0.832938551902771,2
000002.png,-1,zebrafish,875.6287841796875,831.9339294433594,920.5897216796875,876.3725280761719,0.5643641352653503,2
000002.png,-1,zebrafish,865.9952392578125,911.4665222167969,910.6873168945312,956.0250549316406,0.1160912215709686,2
000003.png,-1,zebrafish,834.6671142578125,852.5854187011719,877.7306518554688,895.6297607421875,0.8776564598083496,3
000003.png,-1,zebrafish,841.5875854492188,962.8056640625,884.4469604492188,1005.7661743164062,0.8724188208580017,3
000003.png,-1,zebrafish,755.1217956542969,911.4580993652344,798.3315734863281,954.6684875488281,0.8375977873802185,3
000003.png,-1,zebrafish,878.0751953125,833.0120544433594,922.4772338867188,877.0848693847656,0.6981168389320374,3
000004.png,-1,zebrafish,832.643310546875,854.1255187988281,876.2473449707031,897.7254638671875,0.8866140246391296,4
000004.png,-1,zebrafish,840.1257629394531,964.1764221191406,883.4978637695312,1007.6074523925781,0.8625591993331909,4
000004.png,-1,zebrafish,756.5147399902344,912.3121948242188,800.1406555175781,955.9569091796875,0.8466504812240601,4
000004.png,-1,zebrafish,877.2373657226562,833.6825866699219,922.258056640625,878.1012573242188,0.7636334300041199,4
000005.png,-1,zebrafish,828.4008178710938,856.7554016113281,871.5039672851562,899.8877868652344,0.8931616544723511,5
000005.png,-1,zebrafish,839.1707153320312,964.6600952148438,882.3908081054688,1007.9116516113281,0.8621576428413391,5
000005.png,-1,zebrafish,756.4668579101562,912.8692932128906,799.7388916015625,956.1385498046875,0.8345969915390015,5
000005.png,-1,zebrafish,878.4210815429688,834.9877319335938,923.052490234375,878.9923706054688,0.6654786467552185,5
000006.png,-1,zebrafish,820.6956481933594,857.7350158691406,864.4044189453125,901.4207153320312,0.8820254802703857,6
000006.png,-1,zebrafish,838.0196228027344,966.0851135253906,881.2245483398438,1009.3102111816406,0.8641335964202881,6
000006.png,-1,zebrafish,757.7350158691406,913.9599304199219,801.2084350585938,957.3876647949219,0.8285906910896301,6
000006.png,-1,zebrafish,879.2244262695312,837.0093383789062,924.4299926757812,881.8330993652344,0.664829671382904,6
000007.png,-1,zebrafish,814.1757202148438,859.739013671875,857.0133056640625,902.4725341796875,0.8838820457458496,7
000007.png,-1,zebrafish,836.3768310546875,966.9623107910156,879.56298828125,1010.1647033691406,0.8593105673789978,7
000007.png,-1,zebrafish,758.5570983886719,913.9662170410156,802.0535278320312,957.4696350097656,0.848182201385498,7
000007.png,-1,zebrafish,881.0689697265625,838.671142578125,926.049072265625,883.5775146484375,0.6469040513038635,7
000008.png,-1,zebrafish,809.5870971679688,861.2699584960938,852.8403015136719,904.5007629394531,0.8783323168754578,8
000008.png,-1,zebrafish,832.9429016113281,967.6532287597656,875.8507385253906,1010.4514465332031,0.8632364869117737,8
000008.png,-1,zebrafish,757.4403686523438,914.1109924316406,801.1182250976562,957.7415466308594,0.8271482586860657,8
000008.png,-1,zebrafish,881.2409057617188,839.8432006835938,926.1315307617188,884.7027893066406,0.429072231054306,8
000009.png,-1,zebrafish,806.9693603515625,863.2269287109375,850.4992980957031,906.712890625,0.8822073340415955,9
000009.png,-1,zebrafish,831.4086303710938,964.6175842285156,875.1832885742188,1008.2483520507812,0.8611478209495544,9
000009.png,-1,zebrafish,758.9763488769531,914.5552368164062,802.8970031738281,958.5211181640625,0.844950795173645,9
000009.png,-1,zebrafish,881.2058715820312,922.5879516601562,925.6298828125,967.0226135253906,0.7974830269813538,9
000010.png,-1,zebrafish,805.3809814453125,865.9250793457031,849.3448181152344,909.9009094238281,0.8784413933753967,10
000010.png,-1,zebrafish,759.4427795410156,914.376953125,804.1703796386719,959.2117309570312,0.857893705368042,10
000010.png,-1,zebrafish,840.3662719726562,960.7408447265625,884.7400512695312,1005.3058776855469,0.8380893468856812,10
000010.png,-1,zebrafish,887.55029296875,924.5823364257812,932.1793212890625,969.8961181640625,0.5075404047966003,10
000011.png,-1,zebrafish,802.3074951171875,870.1162719726562,846.8302001953125,914.6670532226562,0.8663232922554016,11
000011.png,-1,zebrafish,893.9356689453125,925.2854614257812,939.9925537109375,971.6766052246094,0.8579004406929016,11
000011.png,-1,zebrafish,758.1237487792969,914.99462890625,804.0083618164062,960.9902954101562,0.8254643678665161,11
000011.png,-1,zebrafish,847.7534790039062,958.4002380371094,893.6347045898438,1003.9018859863281,0.73609858751297,11
000012.png,-1,zebrafish,899.03076171875,926.4966125488281,944.6008911132812,972.1397094726562,0.8695411682128906,12
000012.png,-1,zebrafish,799.2135925292969,875.4326782226562,843.8426208496094,920.0840148925781,0.8670880794525146,12
000013.png,-1,zebrafish,901.7731323242188,928.0615234375,946.9464721679688,973.3635864257812,0.8603147268295288,13
000013.png,-1,zebrafish,796.7783508300781,879.2132568359375,841.0811462402344,923.4936218261719,0.8580824732780457,13
000013.png,-1,zebrafish,849.2291870117188,951.7322387695312,895.3583984375,997.9201049804688,0.8364097476005554,13
000014.png,-1,zebrafish,792.1275024414062,882.7026062011719,836.7601928710938,927.2604370117188,0.8676421046257019,14
000014.png,-1,zebrafish,906.16748046875,930.5915222167969,950.9010009765625,975.6351318359375,0.8625806570053101,14
000014.png,-1,zebrafish,854.1068420410156,947.5829467773438,899.9371337890625,993.593994140625,0.834758996963501,14
000015.png,-1,zebrafish,908.5950317382812,932.5591125488281,953.3860473632812,977.5255126953125,0.8649938106536865,15
000015.png,-1,zebrafish,858.6084594726562,944.225341796875,904.5140991210938,989.7387084960938,0.863990068435669,15
000015.png,-1,zebrafish,783.1644592285156,884.73388671875,828.1991577148438,929.6484069824219,0.8635993003845215,15
000016.png,-1,zebrafish,860.7373962402344,942.747314453125,906.270263671875,988.3118591308594,0.8751694560050964,16
