000001,1772.7965,729.5559
000002,1768.5566,724.0961
000003,1765.5416,719.3643
000004,1763.4352,715.6358
000005,1761.2747,713.2098
000006,1760.2012,707.6421
000007,1757.2404,704.3011
000008,1754.8122,699.507
000009,1754.5147,695.0641
000010,1754.4012,691.5529
000011,1752.5706,689.2394
000012,1750.9806,685.3923
000013,1750.2019,682.4435
000014,1748.6471,679.5373
000015,1746.4676,676.3483
000016,1745.5077,673.2582
000017,1744.7208,670.3945
000018,1743.7366,668.2026
000019,1741.9547,666.71
000020,1739.2074,663.3189
000021,1738.188,660.3351
000022,1737.5282,657.8803
000023,1736.8738,656.1992
000024,1736.4331,654.0013
000025,1735.3244,651.3793
000026,1734.9405,649.1403
000027,1734.3618,647.0503
000028,1734.5214,644.5545
000029,1740.554,642.1939
000030,1749.104,638.1416
000031,1756.2318,635.3539
000032,1762.6321,631.0219
000033,1766.7044,626.4528
000034,1770.3061,619.2343
000035,1774.1079,613.507
000036,1776.8795,605.0497
000037,1781.9252,598.6763
000038,1785.7595,594.8155
000039,1792.4654,590.5762
000040,1796.9243,585.8293
000041,1799.9392,582.4442
000042,1804.2873,577.22
000043,1808.6623,572.0368
000044,1813.9135,568.3842
000045,1816.1524,565.7577
000046,1820.0408,558.8751
000047,1823.5884,555.6041
000048,1826.3303,552.9
000049,1829.0505,548.4586
000050,1830.316,547.2076
000051,1833.7176,543.4198
000052,1835.3481,539.8113
000053,1833.6608,534.8378
000054,1831.2516,529.0208
000055,1830.1105,523.5321
000056,1829.8698,519.5877
000057,1829.7562,515.2694
000058,1830.4458,510.4312
000059,1830.654,506.315
000060,1831.4489,501.9435
000061,1833.4202,497.4474
000062,1834.8749,494.4484
000063,1836.4027,489.5996
000064,1836.5108,485.1247
000065,1836.719,481.2001
000066,1837.4572,479.9309
000067,1841.643,477.6387
000068,1847.9001,476.327
000069,1856.9044,473.5134
000070,1860.2574,470.5449
000071,1862.4124,466.0426
000072,1865.8249,461.969
000073,1868.1125,457.9714
000074,1871.2437,453.5148
000075,1873.9748,449.5491
000076,1876.9464,445.9847
000077,1879.3909,441.3989
000078,1881.3161,437.836
000079,1882.998,434.7382
000080,1886.5375,431.6937
000081,1887.3001,429.4061
000082,1894.4738,425.4313
000083,1896.3017,422.6603
000084,1898.7758,419.064
000085,1900.2874,417.3479
000086,1902.7751,413.8565
000087,1904.7976,413.3944
000088,1906.1388,414.8825
